Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
540.5  	 -0.19636  	 -0.51994  	 -0.00737  	 -0029490 
540.6  	 -0.17768  	 -0.51725  	 00.02689  	 00107546 
540.7  	 -0.15824  	 -0.51151  	 00.05739  	 00229569 
540.8  	 -0.13735  	 -0.50305  	 00.08459  	 00338377 
540.9  	 -0.11428  	 -0.49216  	 00.10895  	 00435793 
541.0  	 -0.08849  	 -0.47907  	 00.13090  	 00523591 
541.1  	 -0.05944  	 -0.46398  	 00.15086  	 00603433 
541.2  	 -0.02699  	 -0.44706  	 00.16920  	 00676801 
541.3  	 00.00893  	 -0.42844  	 00.18624  	 00744950 
541.4  	 00.04808  	 -0.40822  	 00.20222  	 00808868 
541.5  	 00.08979  	 -0.38649  	 00.21731  	 00869248 
541.6  	 00.13345  	 -0.36332  	 00.23162  	 00926479 
541.7  	 00.17808  	 -0.33881  	 00.24516  	 00980652 
541.8  	 00.22262  	 -0.31302  	 00.25789  	 01031564 
541.9  	 00.26606  	 -0.28605  	 00.26969  	 01078763 
542.0  	 00.30728  	 -0.25801  	 00.28039  	 01121580 
542.1  	 00.34544  	 -0.22903  	 00.28980  	 01159182 
542.2  	 00.37968  	 -0.19927  	 00.29766  	 01190620 
542.3  	 00.40948  	 -0.16889  	 00.30373  	 01214904 
542.4  	 00.43456  	 -0.13812  	 00.30776  	 01231051 
542.5  	 00.45486  	 -0.10716  	 00.30954  	 01238143 
542.6  	 00.47055  	 -0.07628  	 00.30885  	 01235392 
542.7  	 00.48204  	 -0.04572  	 00.30555  	 01222181 
542.8  	 00.48997  	 -0.01577  	 00.29953  	 01198103 
542.9  	 00.49500  	 00.01330  	 00.29075  	 01162999 
543.0  	 00.49787  	 00.04123  	 00.27924  	 01116967 
543.1  	 00.49938  	 00.06774  	 00.26509  	 01060380 
543.2  	 00.50010  	 00.09258  	 00.24847  	 00993871 
543.3  	 00.50058  	 00.11554  	 00.22958  	 00918319 
543.4  	 00.50116  	 00.13641  	 00.20871  	 00834825 
543.5  	 00.50186  	 00.15503  	 00.18617  	 00744679 
543.6  	 00.50259  	 00.17126  	 00.16233  	 00649308 
543.7  	 00.50291  	 00.18502  	 00.13756  	 00550239 
543.8  	 00.50225  	 00.19625  	 00.11226  	 00449053 
543.9  	 00.49978  	 00.20493  	 00.08683  	 00347333 
544.0  	 00.49456  	 00.21109  	 00.06166  	 00246629 
544.1  	 00.48557  	 00.21480  	 00.03710  	 00148417 
544.2  	 00.47174  	 00.21616  	 00.01352  	 00054070 
544.3  	 00.45202  	 00.21528  	 -0.00879  	 -0035165 
544.4  	 00.42554  	 00.21232  	 -0.02955  	 -0118197 
544.5  	 00.39152  	 00.20747  	 -0.04852  	 -0194089 
544.6  	 00.34931  	 00.20092  	 -0.06552  	 -0262064 
544.7  	 00.29866  	 00.19288  	 -0.08038  	 -0321515 
544.8  	 00.23944  	 00.18358  	 -0.09300  	 -0372000 
544.9  	 00.17177  	 00.17325  	 -0.10331  	 -0413230 
545.0  	 00.09621  	 00.16212  	 -0.11127  	 -0445065 
545.1  	 00.01335  	 00.15044  	 -0.11688  	 -0467508 
545.2  	 -0.07572  	 00.13842  	 -0.12017  	 -0480690 
545.3  	 -0.16991  	 00.12630  	 -0.12122  	 -0484864 
545.4  	 -0.26789  	 00.11429  	 -0.12010  	 -0480394 
545.5  	 -0.36799  	 00.10259  	 -0.11694  	 -0467742 
545.6  	 -0.46876  	 00.09141  	 -0.11187  	 -0447460 
545.7  	 -0.56822  	 00.08090  	 -0.10505  	 -0420183 
545.8  	 -0.66474  	 00.07124  	 -0.09665  	 -0386615 
545.9  	 -0.75653  	 00.06255  	 -0.08688  	 -0347526 
546.0  	 -0.84167  	 00.05496  	 -0.07594  	 -0303746 
546.1  	 -0.91859  	 00.04855  	 -0.06404  	 -0256155 
546.2  	 -0.98552  	 00.04341  	 -0.05142  	 -0205678 
546.3  	 -1.04098  	 00.03958  	 -0.03832  	 -0153281 
546.4  	 -1.08369  	 00.03708  	 -0.02499  	 -0099961 
546.5  	 -1.11248  	 00.03591  	 -0.01168  	 -0046740 
546.6  	 -1.12650  	 00.03604  	 00.00134  	 00005348 
546.7  	 -1.12514  	 00.03742  	 00.01381  	 00055258 
546.8  	 -1.10809  	 00.03997  	 00.02549  	 00101951 
546.9  	 -1.07543  	 00.04358  	 00.03610  	 00144412 
547.0  	 -1.02764  	 00.04813  	 00.04542  	 00181661 
547.1  	 -0.96538  	 00.05344  	 00.05319  	 00212772 
547.2  	 -0.88999  	 00.05937  	 00.05922  	 00236892 
547.3  	 -0.80291  	 00.06570  	 00.06332  	 00253266 
547.4  	 -0.70593  	 00.07223  	 00.06532  	 00261263 
547.5  	 -0.60139  	 00.07874  	 00.06510  	 00260394 
547.6  	 -0.49150  	 00.08500  	 00.06258  	 00250339 
547.7  	 -0.37899  	 00.09077  	 00.05774  	 00230966 
547.8  	 -0.26645  	 00.09583  	 00.05059  	 00202351 
547.9  	 -0.15651  	 00.09995  	 00.04120  	 00164792 
548.0  	 -0.05187  	 00.10292  	 00.02970  	 00118811 
548.1  	 00.04507  	 00.10455  	 00.01629  	 00065167 
548.2  	 00.13211  	 00.10467  	 00.00121  	 00004836 
548.3  	 00.20730  	 00.10315  	 -0.01525  	 -0060998 
548.4  	 00.26926  	 00.09987  	 -0.03274  	 -0130973 
548.5  	 00.31676  	 00.09478  	 -0.05090  	 -0203581 
548.6  	 00.34928  	 00.08785  	 -0.06930  	 -0277208 
548.7  	 00.36662  	 00.07910  	 -0.08754  	 -0350179 
548.8  	 00.36911  	 00.06858  	 -0.10520  	 -0420805 
548.9  	 00.35748  	 00.05639  	 -0.12186  	 -0487427 
549.0  	 00.33295  	 00.04268  	 -0.13712  	 -0548474 
549.1  	 00.29699  	 00.02762  	 -0.15062  	 -0602499 
549.2  	 00.25142  	 00.01141  	 -0.16206  	 -0648226 
549.3  	 00.19829  	 -0.00570  	 -0.17114  	 -0684580 
549.4  	 00.13964  	 -0.02347  	 -0.17768  	 -0710718 
549.5  	 00.07775  	 -0.04162  	 -0.18151  	 -0726053 
549.6  	 00.01473  	 -0.05988  	 -0.18257  	 -0730260 
549.7  	 -0.04729  	 -0.07796  	 -0.18082  	 -0723291 
549.8  	 -0.10644  	 -0.09559  	 -0.17634  	 -0705359 
549.9  	 -0.16106  	 -0.11252  	 -0.16923  	 -0676931 
550.0  	 -0.20966  	 -0.12848  	 -0.15968  	 -0638704 
550.1  	 -0.25111  	 -0.14327  	 -0.14789  	 -0591574 
550.2  	 -0.28453  	 -0.15669  	 -0.13415  	 -0536607 
550.3  	 -0.30935  	 -0.16856  	 -0.11875  	 -0474997 
550.4  	 -0.32530  	 -0.17876  	 -0.10201  	 -0408026 
550.5  	 -0.33242  	 -0.18719  	 -0.08425  	 -0337015 
550.6  	 -0.33087  	 -0.19377  	 -0.06582  	 -0263294 
550.7  	 -0.32116  	 -0.19848  	 -0.04704  	 -0188155 
550.8  	 -0.30386  	 -0.20130  	 -0.02821  	 -0112824 
550.9  	 -0.27967  	 -0.20226  	 -0.00961  	 -0038432 
551.0  	 -0.24948  	 -0.20141  	 00.00850  	 00034008 
551.1  	 -0.21402  	 -0.19882  	 00.02590  	 00103611 
551.2  	 -0.17419  	 -0.19458  	 00.04241  	 00169630 
551.3  	 -0.13069  	 -0.18879  	 00.05786  	 00231458 
551.4  	 -0.08420  	 -0.18157  	 00.07216  	 00288622 
551.5  	 -0.03532  	 -0.17306  	 00.08519  	 00340776 
551.6  	 00.01560  	 -0.16336  	 00.09692  	 00387695 
551.7  	 00.06820  	 -0.15263  	 00.10731  	 00429253 
551.8  	 00.12239  	 -0.14100  	 00.11635  	 00465414 
551.9  	 00.17821  	 -0.12859  	 00.12405  	 00496220 
552.0  	 00.23570  	 -0.11555  	 00.13044  	 00521761 
552.1  	 00.29518  	 -0.10199  	 00.13554  	 00542177 
552.2  	 00.35685  	 -0.08805  	 00.13941  	 00557637 
552.3  	 00.42105  	 -0.07384  	 00.14208  	 00568329 
552.4  	 00.48805  	 -0.05948  	 00.14361  	 00574451 
552.5  	 00.55804  	 -0.04508  	 00.14405  	 00576204 
552.6  	 00.63108  	 -0.03073  	 00.14345  	 00573792 
552.7  	 00.70706  	 -0.01655  	 00.14185  	 00567415 
552.8  	 00.78570  	 -0.00262  	 00.13932  	 00557268 
552.9  	 00.86652  	 00.01097  	 00.13589  	 00543544 
553.0  	 00.94870  	 00.02413  	 00.13161  	 00526433 
553.1  	 01.03124  	 00.03679  	 00.12653  	 00506128 
553.2  	 01.11282  	 00.04886  	 00.12071  	 00482828 
553.3  	 01.19205  	 00.06028  	 00.11418  	 00456738 
553.4  	 01.26734  	 00.07098  	 00.10702  	 00428085 
553.5  	 01.33686  	 00.08091  	 00.09928  	 00397105 
553.6  	 01.39890  	 00.09001  	 00.09101  	 00364053 
553.7  	 01.45162  	 00.09824  	 00.08230  	 00329207 
553.8  	 01.49344  	 00.10556  	 00.07322  	 00292865 
553.9  	 01.52281  	 00.11194  	 00.06384  	 00255350 
554.0  	 01.53845  	 00.11737  	 00.05425  	 00217008 
554.1  	 01.53930  	 00.12182  	 00.04455  	 00178205 
554.2  	 01.52478  	 00.12531  	 00.03483  	 00139335 
554.3  	 01.49440  	 00.12783  	 00.02520  	 00100817 
554.4  	 01.44818  	 00.12940  	 00.01577  	 00063092 
554.5  	 01.38646  	 00.13007  	 00.00665  	 00026617 
554.6  	 01.30968  	 00.12987  	 -0.00203  	 -0008131 
554.7  	 01.21879  	 00.12885  	 -0.01017  	 -0040662 
554.8  	 01.11469  	 00.12709  	 -0.01762  	 -0070481 
554.9  	 00.99843  	 00.12466  	 -0.02427  	 -0097095 
555.0  	 00.87128  	 00.12166  	 -0.03001  	 -0120021 
555.1  	 00.73426  	 00.11819  	 -0.03470  	 -0138800 
555.2  	 00.58863  	 00.11437  	 -0.03825  	 -0153004 
555.3  	 00.43530  	 00.11031  	 -0.04056  	 -0162258 
555.4  	 00.27510  	 00.10615  	 -0.04156  	 -0166260 
555.5  	 00.10905  	 00.10203  	 -0.04120  	 -0164791 
555.6  	 -0.06230  	 00.09809  	 -0.03944  	 -0157744 
555.7  	 -0.23798  	 00.09446  	 -0.03628  	 -0145135 
555.8  	 -0.41736  	 00.09128  	 -0.03178  	 -0127118 
555.9  	 -0.59968  	 00.08868  	 -0.02600  	 -0104012 
556.0  	 -0.78364  	 00.08677  	 -0.01908  	 -0076300 
556.1  	 -0.96823  	 00.08566  	 -0.01116  	 -0044644 
556.2  	 -1.15166  	 00.08541  	 -0.00247  	 -0009878 
556.3  	 -1.33219  	 00.08609  	 00.00675  	 00026994 
556.4  	 -1.50768  	 00.08771  	 00.01620  	 00064811 
556.5  	 -1.67546  	 00.09026  	 00.02557  	 00102285 
556.6  	 -1.83298  	 00.09371  	 00.03451  	 00138025 
556.7  	 -1.97709  	 00.09798  	 00.04264  	 00170575 
556.8  	 -2.10492  	 00.10294  	 00.04961  	 00198459 
556.9  	 -2.21362  	 00.10845  	 00.05506  	 00220233 
557.0  	 -2.30030  	 00.11431  	 00.05863  	 00234533 
557.1  	 -2.36273  	 00.12031  	 00.06003  	 00240122 
557.2  	 -2.39902  	 00.12621  	 00.05899  	 00235948 
557.3  	 -2.40799  	 00.13174  	 00.05530  	 00221192 
557.4  	 -2.38911  	 00.13662  	 00.04883  	 00195317 
557.5  	 -2.34278  	 00.14058  	 00.03952  	 00158096 
557.6  	 -2.27017  	 00.14332  	 00.02741  	 00109648 
557.7  	 -2.17325  	 00.14458  	 00.01261  	 00050449 
557.8  	 -2.05479  	 00.14411  	 -0.00467  	 -0018667 
557.9  	 -1.91806  	 00.14170  	 -0.02413  	 -0096513 
558.0  	 -1.76698  	 00.13716  	 -0.04540  	 -0181589 
558.1  	 -1.60558  	 00.13036  	 -0.06803  	 -0272127 
558.2  	 -1.43809  	 00.12120  	 -0.09154  	 -0366147 
558.3  	 -1.26853  	 00.10966  	 -0.11538  	 -0461532 
558.4  	 -1.10040  	 00.09576  	 -0.13902  	 -0556094 
558.5  	 -0.93695  	 00.07957  	 -0.16191  	 -0647657 
558.6  	 -0.78038  	 00.06122  	 -0.18353  	 -0734128 
558.7  	 -0.63241  	 00.04088  	 -0.20339  	 -0813571 
558.8  	 -0.49351  	 00.01877  	 -0.22107  	 -0884265 
558.9  	 -0.36341  	 -0.00485  	 -0.23619  	 -0944748 
559.0  	 -0.24111  	 -0.02969  	 -0.24846  	 -0993857 
559.1  	 -0.12470  	 -0.05546  	 -0.25768  	 -1030739 
559.2  	 -0.01204  	 -0.08183  	 -0.26372  	 -1054863 
559.3  	 00.09960  	 -0.10848  	 -0.26650  	 -1066014 
559.4  	 00.21303  	 -0.13509  	 -0.26607  	 -1064268 
559.5  	 00.33058  	 -0.16134  	 -0.26249  	 -1049967 
559.6  	 00.45454  	 -0.18693  	 -0.25592  	 -1023698 
559.7  	 00.58620  	 -0.21159  	 -0.24656  	 -0986234 
559.8  	 00.72624  	 -0.23505  	 -0.23463  	 -0938505 
559.9  	 00.87446  	 -0.25709  	 -0.22039  	 -0881550 
560.0  	 01.02936  	 -0.27750  	 -0.20412  	 -0816480 
560.1  	 01.18878  	 -0.29611  	 -0.18611  	 -0744440 
560.2  	 01.34930  	 -0.31278  	 -0.16664  	 -0666569 
560.3  	 01.50701  	 -0.32738  	 -0.14599  	 -0583976 
560.4  	 01.65743  	 -0.33982  	 -0.12443  	 -0497716 
560.5  	 01.79548  	 -0.35004  	 -0.10219  	 -0408763 
560.6  	 01.91641  	 -0.35799  	 -0.07950  	 -0317997 
560.7  	 02.01544  	 -0.36364  	 -0.05655  	 -0226192 
560.8  	 02.08852  	 -0.36699  	 -0.03350  	 -0133999 
560.9  	 02.13240  	 -0.36804  	 -0.01049  	 -0041952 
561.0  	 02.14468  	 -0.36680  	 00.01239  	 00049550 
561.1  	 02.12440  	 -0.36330  	 00.03506  	 00140228 
561.2  	 02.07166  	 -0.35755  	 00.05748  	 00229925 
561.3  	 01.98795  	 -0.34958  	 00.07965  	 00318598 
561.4  	 01.87582  	 -0.33943  	 00.10157  	 00406282 
561.5  	 01.73913  	 -0.32710  	 00.12327  	 00493085 
561.6  	 01.58235  	 -0.31262  	 00.14479  	 00579150 
561.7  	 01.41083  	 -0.29601  	 00.16616  	 00664632 
561.8  	 01.23006  	 -0.27726  	 00.18742  	 00749662 
561.9  	 01.04551  	 -0.25641  	 00.20858  	 00834304 
562.0  	 00.86268  	 -0.23344  	 00.22964  	 00918542 
562.1  	 00.68615  	 -0.20839  	 00.25056  	 01002244 
562.2  	 00.52019  	 -0.18126  	 00.27128  	 01085138 
562.3  	 00.36770  	 -0.15209  	 00.29170  	 01166805 
562.4  	 00.23067  	 -0.12092  	 00.31166  	 01246653 
562.5  	 00.11014  	 -0.08782  	 00.33098  	 01323922 
562.6  	 00.00586  	 -0.05288  	 00.34942  	 01397685 
562.7  	 -0.08322  	 -0.01621  	 00.36671  	 01466851 
562.8  	 -0.15903  	 00.02204  	 00.38254  	 01530180 
562.9  	 -0.22418  	 00.06170  	 00.39657  	 01586298 
563.0  	 -0.28154  	 00.10254  	 00.40843  	 01633722 
563.1  	 -0.33421  	 00.14432  	 00.41772  	 01670889 
563.2  	 -0.38508  	 00.18672  	 00.42405  	 01696190 
563.3  	 -0.43684  	 00.22942  	 00.42700  	 01708011 
563.4  	 -0.49159  	 00.27204  	 00.42620  	 01704784 
563.5  	 -0.55071  	 00.31417  	 00.42126  	 01685033 
563.6  	 -0.61502  	 00.35535  	 00.41186  	 01647441 
563.7  	 -0.68432  	 00.39513  	 00.39773  	 01590906 
563.8  	 -0.75788  	 00.43299  	 00.37865  	 01514603 
563.9  	 -0.83427  	 00.46844  	 00.35451  	 01418050 
564.0  	 -0.91138  	 00.50097  	 00.32529  	 01301149 
564.1  	 -0.98701  	 00.53008  	 00.29106  	 01164238 
564.2  	 -1.05847  	 00.55528  	 00.25203  	 01008118 
564.3  	 -1.12328  	 00.57613  	 00.20851  	 00834057 
564.4  	 -1.17911  	 00.59223  	 00.16095  	 00643797 
564.5  	 -1.22388  	 00.60321  	 00.10987  	 00439500 
564.6  	 -1.25605  	 00.60881  	 00.05593  	 00223706 
564.7  	 -1.27453  	 00.60879  	 -0.00019  	 -0000741 
564.8  	 -1.27883  	 00.60302  	 -0.05770  	 -0230786 
564.9  	 -1.26903  	 00.59144  	 -0.11581  	 -0463246 
565.0  	 -1.24570  	 00.57406  	 -0.17373  	 -0694917 
565.1  	 -1.20981  	 00.55100  	 -0.23066  	 -0922659 
565.2  	 -1.16265  	 00.52241  	 -0.28587  	 -1143470 
565.3  	 -1.10565  	 00.48855  	 -0.33864  	 -1354559 
565.4  	 -1.04016  	 00.44971  	 -0.38834  	 -1553370 
565.5  	 -0.96765  	 00.40627  	 -0.43440  	 -1737620 
565.6  	 -0.88913  	 00.35864  	 -0.47633  	 -1905310 
565.7  	 -0.80548  	 00.30724  	 -0.51401  	 -2000000 
565.8  	 -0.71718  	 00.25216  	 -0.55083  	 -1996990 
565.9  	 -0.62425  	 00.19325  	 -0.58907  	 -1867343 
566.0  	 -0.52665  	 00.13030  	 -0.62951  	 -1747405 
566.1  	 -0.42375  	 00.06328  	 -0.67023  	 -1641231 
566.2  	 -0.31515  	 -0.00764  	 -0.70912  	 -1551216 
566.3  	 -0.20012  	 -0.08203  	 -0.74395  	 -1478600 
566.4  	 -0.07807  	 -0.15928  	 -0.77245  	 -1424034 
566.5  	 00.05108  	 -0.23852  	 -0.79245  	 -1388104 
566.6  	 00.18742  	 -0.31871  	 -0.80186  	 -1371807 
566.7  	 00.33024  	 -0.39859  	 -0.79880  	 -1377061 
566.8  	 00.47855  	 -0.47675  	 -0.78158  	 -1407412 
566.9  	 00.63089  	 -0.55161  	 -0.74868  	 -1469253 
567.0  	 00.78478  	 -0.62149  	 -0.69872  	 -1574313 
567.1  	 00.93788  	 -0.68450  	 -0.63017  	 -1745564 
567.2  	 01.08693  	 -0.73860  	 -0.54098  	 -2000000 
567.3  	 01.22871  	 -0.78245  	 -0.43846  	 -1753846 
567.4  	 01.35993  	 -0.81651  	 -0.34065  	 -1362595 
567.5  	 01.47706  	 -0.84147  	 -0.24954  	 -0998174 
567.6  	 01.57710  	 -0.85805  	 -0.16581  	 -0663258 
567.7  	 01.65719  	 -0.86703  	 -0.08983  	 -0359304 
567.8  	 01.71520  	 -0.86920  	 -0.02167  	 -0086682 
567.9  	 01.74951  	 -0.86532  	 00.03879  	 00155161 
568.0  	 01.75924  	 -0.85613  	 00.09189  	 00367543 
568.1  	 01.74425  	 -0.84232  	 00.13810  	 00552390 
568.2  	 01.70521  	 -0.82452  	 00.17802  	 00712092 
568.3  	 01.64335  	 -0.80328  	 00.21234  	 00849377 
568.4  	 01.56052  	 -0.77910  	 00.24180  	 00967185 
568.5  	 01.45914  	 -0.75239  	 00.26715  	 01068581 
568.6  	 01.34183  	 -0.72347  	 00.28917  	 01156668 
568.7  	 01.21151  	 -0.69261  	 00.30863  	 01234511 
568.8  	 01.07111  	 -0.65998  	 00.32627  	 01305067 
568.9  	 00.92323  	 -0.62570  	 00.34278  	 01371113 
569.0  	 00.77062  	 -0.58982  	 00.35880  	 01435193 
569.1  	 00.61530  	 -0.55234  	 00.37489  	 01499553 
569.2  	 00.45928  	 -0.51318  	 00.39152  	 01566087 
569.3  	 00.30384  	 -0.47228  	 00.40907  	 01636286 
569.4  	 00.14988  	 -0.42950  	 00.42780  	 01711181 
569.5  	 -0.00185  	 -0.38471  	 00.44783  	 01791319 
569.6  	 -0.15117  	 -0.33780  	 00.46918  	 01876737 
569.7  	 -0.29777  	 -0.28862  	 00.49174  	 01966961 
569.8  	 -0.44185  	 -0.23703  	 00.51595  	 02000000 
569.9  	 -0.58342  	 -0.18263  	 00.54398  	 02000000 
570.0  	 -0.72221  	 -0.12494  	 00.57693  	 01906646 
570.1  	 -0.85806  	 -0.06325  	 00.61684  	 01783282 
570.2  	 -0.99028  	 00.00304  	 00.66296  	 01659231 
570.3  	 -1.11802  	 00.07443  	 00.71384  	 01540954 
570.4  	 -1.24023  	 00.15119  	 00.76757  	 01433089 
570.5  	 -1.35522  	 00.23337  	 00.82181  	 01338516 
570.6  	 -1.46146  	 00.32075  	 00.87385  	 01258795 
570.7  	 -1.55689  	 00.41282  	 00.92073  	 01194709 
570.8  	 -1.63963  	 00.50874  	 00.95921  	 01146780 
570.9  	 -1.70774  	 00.60734  	 00.98590  	 01115731 
571.0  	 -1.75936  	 00.70707  	 00.99733  	 01102944 
571.1  	 -1.79292  	 00.80607  	 00.99005  	 01111057 
571.2  	 -1.80719  	 00.90215  	 00.96075  	 01144938 
571.3  	 -1.80133  	 00.99279  	 00.90639  	 01213604 
571.4  	 -1.77486  	 01.07521  	 00.82418  	 01334662 
571.5  	 -1.72801  	 01.14633  	 00.71129  	 01546478 
571.6  	 -1.66119  	 01.20270  	 00.56369  	 01951439 
571.7  	 -1.57563  	 01.24166  	 00.38956  	 01558256 
571.8  	 -1.47264  	 01.26376  	 00.22098  	 00883921 
571.9  	 -1.35395  	 01.26996  	 00.06206  	 00248231 
572.0  	 -1.22177  	 01.26141  	 -0.08550  	 -0342020 
572.1  	 -1.07814  	 01.23935  	 -0.22058  	 -0882310 
572.2  	 -0.92553  	 01.20510  	 -0.34258  	 -1370302 
572.3  	 -0.76621  	 01.15996  	 -0.45141  	 -1805640 
572.4  	 -0.60238  	 01.10509  	 -0.54870  	 -2000000 
572.5  	 -0.43634  	 01.03991  	 -0.65175  	 -1687776 
572.6  	 -0.27000  	 00.96343  	 -0.76478  	 -1438321 
572.7  	 -0.10541  	 00.87504  	 -0.88391  	 -1244471 
572.8  	 00.05580  	 00.77448  	 -1.00563  	 -1093841 
572.9  	 00.21215  	 00.66179  	 -1.12689  	 -0976142 
573.0  	 00.36195  	 00.53729  	 -1.24498  	 -0883545 
573.1  	 00.50397  	 00.40155  	 -1.35746  	 -0810335 
573.2  	 00.63674  	 00.25535  	 -1.46193  	 -0752431 
573.3  	 00.75902  	 00.09977  	 -1.55589  	 -0706993 
573.4  	 00.86958  	 -0.06390  	 -1.63660  	 -0672124 
573.5  	 00.96700  	 -0.23400  	 -1.70102  	 -0646672 
573.6  	 01.05013  	 -0.40857  	 -1.74572  	 -0630111 
573.7  	 01.11770  	 -0.58528  	 -1.76710  	 -0622490 
573.8  	 01.16868  	 -0.76143  	 -1.76148  	 -0624473 
573.9  	 01.20208  	 -0.93398  	 -1.72552  	 -0637490 
574.0  	 01.21727  	 -1.09962  	 -1.65645  	 -0664072 
574.1  	 01.21379  	 -1.25487  	 -1.55245  	 -0708557 
574.2  	 01.19163  	 -1.39615  	 -1.41283  	 -0778580 
574.3  	 01.15116  	 -1.51995  	 -1.23798  	 -0888543 
574.4  	 01.09316  	 -1.62285  	 -1.02900  	 -1069002 
574.5  	 01.01912  	 -1.70149  	 -0.78640  	 -1398786 
574.6  	 00.93068  	 -1.75218  	 -0.50690  	 -2000000 
574.7  	 00.83029  	 -1.77466  	 -0.22486  	 -0899433 
574.8  	 00.72056  	 -1.77249  	 00.02180  	 00087181 
574.9  	 00.60443  	 -1.74922  	 00.23262  	 00930470 
575.0  	 00.48530  	 -1.70838  	 00.40847  	 01633900 
575.1  	 00.36642  	 -1.65313  	 00.55245  	 01991142 
575.2  	 00.25121  	 -1.58420  	 00.68930  	 01595831 
575.3  	 00.14287  	 -1.50176  	 00.82446  	 01334205 
575.4  	 00.04424  	 -1.40660  	 00.95154  	 01156021 
575.5  	 -0.04201  	 -1.30000  	 01.06605  	 01031843 
575.6  	 -0.11388  	 -1.18350  	 01.16500  	 00944203 
575.7  	 -0.16982  	 -1.05883  	 01.24663  	 00882380 
575.8  	 -0.20899  	 -0.92781  	 01.31023  	 00839548 
575.9  	 -0.23104  	 -0.79221  	 01.35601  	 00811201 
576.0  	 -0.23630  	 -0.65372  	 01.38490  	 00794281 
576.1  	 -0.22559  	 -0.51389  	 01.39830  	 00786669 
576.2  	 -0.20035  	 -0.37410  	 01.39789  	 00786899 
576.3  	 -0.16224  	 -0.23556  	 01.38539  	 00794001 
576.4  	 -0.11330  	 -0.09933  	 01.36235  	 00807427 
576.5  	 -0.05577  	 00.03368  	 01.33004  	 00827043 
576.6  	 00.00812  	 00.16261  	 01.28932  	 00853164 
576.7  	 00.07602  	 00.28667  	 01.24062  	 00886655 
576.8  	 00.14588  	 00.40507  	 01.18396  	 00929089 
576.9  	 00.21579  	 00.51697  	 01.11899  	 00983027 
577.0  	 00.28398  	 00.62148  	 01.04510  	 01052532 
577.1  	 00.34914  	 00.71762  	 00.96143  	 01144126 
577.2  	 00.40997  	 00.80432  	 00.86695  	 01268810 
577.3  	 00.46569  	 00.88035  	 00.76033  	 01446744 
577.4  	 00.51560  	 00.94430  	 00.63952  	 01720041 
577.5  	 00.55916  	 00.99447  	 00.50167  	 02000000 
577.6  	 00.59600  	 01.03115  	 00.36685  	 01467415 
577.7  	 00.62574  	 01.05608  	 00.24928  	 00997123 
577.8  	 00.64809  	 01.07090  	 00.14815  	 00592593 
577.9  	 00.66263  	 01.07714  	 00.06240  	 00249580 
578.0  	 00.66897  	 01.07621  	 -0.00922  	 -0036890 
578.1  	 00.66653  	 01.06940  	 -0.06809  	 -0272348 
578.2  	 00.65480  	 01.05784  	 -0.11567  	 -0462685 
578.3  	 00.63311  	 01.04249  	 -0.15349  	 -0613974 
578.4  	 00.60086  	 01.02418  	 -0.18308  	 -0732304 
578.5  	 00.55755  	 01.00359  	 -0.20591  	 -0823639 
578.6  	 00.50268  	 00.98125  	 -0.22342  	 -0893689 
578.7  	 00.43611  	 00.95755  	 -0.23695  	 -0947815 
578.8  	 00.35783  	 00.93278  	 -0.24774  	 -0990941 
578.9  	 00.26819  	 00.90709  	 -0.25687  	 -1027479 
579.0  	 00.16800  	 00.88056  	 -0.26532  	 -1061272 
579.1  	 00.05824  	 00.85317  	 -0.27389  	 -1095550 
579.2  	 -0.05940  	 00.82485  	 -0.28323  	 -1132903 
579.3  	 -0.18311  	 00.79547  	 -0.29382  	 -1175271 
579.4  	 -0.31075  	 00.76487  	 -0.30599  	 -1223959 
579.5  	 -0.43972  	 00.73288  	 -0.31992  	 -1279676 
579.6  	 -0.56746  	 00.69931  	 -0.33565  	 -1342589 
579.7  	 -0.69107  	 00.66400  	 -0.35310  	 -1412396 
579.8  	 -0.80789  	 00.62679  	 -0.37210  	 -1488406 
579.9  	 -0.91536  	 00.58755  	 -0.39240  	 -1569617 
580.0  	 -1.01095  	 00.54618  	 -0.41370  	 -1654797 
580.1  	 -1.09273  	 00.50262  	 -0.43564  	 -1742543 
580.2  	 -1.15891  	 00.45683  	 -0.45784  	 -1831345 
580.3  	 -1.20834  	 00.40884  	 -0.47990  	 -1919618 
580.4  	 -1.24028  	 00.35870  	 -0.50147  	 -2000000 
580.5  	 -1.25454  	 00.30632  	 -0.52375  	 -2000000 
580.6  	 -1.25129  	 00.25157  	 -0.54750  	 -2000000 
580.7  	 -1.23134  	 00.19424  	 -0.57332  	 -1918665 
580.8  	 -1.19578  	 00.13402  	 -0.60221  	 -1826609 
580.9  	 -1.14598  	 00.07071  	 -0.63314  	 -1737367 
581.0  	 -1.08373  	 00.00423  	 -0.66471  	 -1654859 
581.1  	 -1.01078  	 -0.06529  	 -0.69524  	 -1582180 
581.2  	 -0.92910  	 -0.13758  	 -0.72287  	 -1521712 
581.3  	 -0.84060  	 -0.21213  	 -0.74557  	 -1475372 
581.4  	 -0.74707  	 -0.28826  	 -0.76126  	 -1444970 
