Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
581.5  	 -0.65023  	 -0.36504  	 -0.76782  	 -1432634 
581.6  	 -0.55155  	 -0.44136  	 -0.76316  	 -1441368 
581.7  	 -0.45243  	 -0.51589  	 -0.74530  	 -1475907 
581.8  	 -0.35394  	 -0.58712  	 -0.71232  	 -1544249 
581.9  	 -0.25693  	 -0.65335  	 -0.66230  	 -1660890 
582.0  	 -0.16227  	 -0.71266  	 -0.59305  	 -1854829 
582.1  	 -0.07044  	 -0.76292  	 -0.50263  	 -2000000 
582.2  	 00.01797  	 -0.80355  	 -0.40628  	 -1625130 
582.3  	 00.10264  	 -0.83492  	 -0.31373  	 -1254939 
582.4  	 00.18322  	 -0.85752  	 -0.22602  	 -0904094 
582.5  	 00.25929  	 -0.87191  	 -0.14389  	 -0575557 
582.6  	 00.33058  	 -0.87869  	 -0.06783  	 -0271331 
582.7  	 00.39666  	 -0.87851  	 00.00187  	 00007497 
582.8  	 00.45719  	 -0.87199  	 00.06517  	 00260686 
582.9  	 00.51186  	 -0.85977  	 00.12218  	 00488723 
583.0  	 00.56020  	 -0.84245  	 00.17318  	 00692712 
583.1  	 00.60204  	 -0.82060  	 00.21856  	 00874227 
583.2  	 00.63714  	 -0.79472  	 00.25879  	 01035173 
583.3  	 00.66544  	 -0.76528  	 00.29441  	 01177656 
583.4  	 00.68703  	 -0.73268  	 00.32596  	 01303842 
583.5  	 00.70213  	 -0.69729  	 00.35396  	 01415847 
583.6  	 00.71116  	 -0.65939  	 00.37891  	 01515624 
583.7  	 00.71477  	 -0.61927  	 00.40122  	 01604894 
583.8  	 00.71374  	 -0.57715  	 00.42127  	 01685068 
583.9  	 00.70895  	 -0.53322  	 00.43930  	 01757211 
584.0  	 00.70144  	 -0.48766  	 00.45551  	 01822031 
584.1  	 00.69229  	 -0.44067  	 00.46997  	 01879867 
584.2  	 00.68252  	 -0.39240  	 00.48268  	 01930723 
584.3  	 00.67311  	 -0.34304  	 00.49358  	 01974304 
584.4  	 00.66480  	 -0.29278  	 00.50258  	 02000000 
584.5  	 00.65830  	 -0.24176  	 00.51026  	 02000000 
584.6  	 00.65385  	 -0.19012  	 00.51640  	 02000000 
584.7  	 00.65153  	 -0.13808  	 00.52037  	 02000000 
584.8  	 00.65096  	 -0.08593  	 00.52153  	 02000000 
584.9  	 00.65158  	 -0.03400  	 00.51924  	 02000000 
585.0  	 00.65235  	 00.01728  	 00.51288  	 02000000 
585.1  	 00.65204  	 00.06747  	 00.50188  	 02000000 
585.2  	 00.64919  	 00.11613  	 00.48662  	 01946470 
585.3  	 00.64206  	 00.16296  	 00.46826  	 01873023 
585.4  	 00.62897  	 00.20766  	 00.44697  	 01787886 
585.5  	 00.60817  	 00.24995  	 00.42296  	 01691834 
585.6  	 00.57812  	 00.28960  	 00.39647  	 01585886 
585.7  	 00.53735  	 00.32638  	 00.36782  	 01471275 
585.8  	 00.48482  	 00.36012  	 00.33735  	 01349405 
585.9  	 00.41974  	 00.39066  	 00.30545  	 01221805 
586.0  	 00.34194  	 00.41791  	 00.27252  	 01090075 
586.1  	 00.25157  	 00.44181  	 00.23896  	 00955836 
586.2  	 00.14942  	 00.46233  	 00.20517  	 00820673 
586.3  	 00.03672  	 00.47948  	 00.17152  	 00686088 
586.4  	 -0.08491  	 00.49332  	 00.13836  	 00553459 
586.5  	 -0.21319  	 00.50392  	 00.10600  	 00424001 
586.6  	 -0.34577  	 00.51138  	 00.07469  	 00298748 
586.7  	 -0.47977  	 00.51585  	 00.04463  	 00178528 
586.8  	 -0.61234  	 00.51745  	 00.01599  	 00063962 
586.9  	 -0.74059  	 00.51633  	 -0.01114  	 -0044545 
587.0  	 -0.86145  	 00.51266  	 -0.03670  	 -0146800 
587.1  	 -0.97244  	 00.50659  	 -0.06070  	 -0242799 
587.2  	 -1.07087  	 00.49827  	 -0.08318  	 -0332711 
587.3  	 -1.15475  	 00.48785  	 -0.10422  	 -0416864 
587.4  	 -1.22251  	 00.47546  	 -0.12393  	 -0495704 
587.5  	 -1.27283  	 00.46122  	 -0.14244  	 -0569770 
587.6  	 -1.30512  	 00.44522  	 -0.15992  	 -0639666 
587.7  	 -1.31913  	 00.42757  	 -0.17651  	 -0706023 
587.8  	 -1.31520  	 00.40834  	 -0.19237  	 -0769477 
587.9  	 -1.29411  	 00.38757  	 -0.20766  	 -0830624 
588.0  	 -1.25697  	 00.36532  	 -0.22250  	 -0889996 
588.1  	 -1.20514  	 00.34162  	 -0.23701  	 -0948038 
588.2  	 -1.14043  	 00.31649  	 -0.25127  	 -1005074 
588.3  	 -1.06457  	 00.28996  	 -0.26532  	 -1061292 
588.4  	 -0.97938  	 00.26204  	 -0.27918  	 -1116730 
588.5  	 -0.88681  	 00.23276  	 -0.29282  	 -1171268 
588.6  	 -0.78853  	 00.20215  	 -0.30616  	 -1224622 
588.7  	 -0.68622  	 00.17024  	 -0.31909  	 -1276356 
588.8  	 -0.58127  	 00.13709  	 -0.33147  	 -1325891 
588.9  	 -0.47482  	 00.10278  	 -0.34313  	 -1372512 
589.0  	 -0.36797  	 00.06739  	 -0.35385  	 -1415396 
589.1  	 -0.26142  	 00.03105  	 -0.36341  	 -1453639 
589.2  	 -0.15586  	 -0.00611  	 -0.37157  	 -1486281 
589.3  	 -0.05174  	 -0.04391  	 -0.37808  	 -1512334 
589.4  	 00.05064  	 -0.08218  	 -0.38270  	 -1530816 
589.5  	 00.15081  	 -0.12070  	 -0.38520  	 -1540789 
589.6  	 00.24854  	 -0.15924  	 -0.38535  	 -1541385 
589.7  	 00.34334  	 -0.19753  	 -0.38296  	 -1531837 
589.8  	 00.43477  	 -0.23532  	 -0.37788  	 -1511506 
589.9  	 00.52229  	 -0.27232  	 -0.36998  	 -1479903 
590.0  	 00.60513  	 -0.30824  	 -0.35918  	 -1436709 
590.1  	 00.68252  	 -0.34278  	 -0.34545  	 -1381784 
590.2  	 00.75347  	 -0.37566  	 -0.32880  	 -1315184 
590.3  	 00.81706  	 -0.40659  	 -0.30929  	 -1237161 
590.4  	 00.87231  	 -0.43530  	 -0.28704  	 -1148164 
590.5  	 00.91824  	 -0.46152  	 -0.26221  	 -1048821 
590.6  	 00.95408  	 -0.48501  	 -0.23498  	 -0939935 
590.7  	 00.97908  	 -0.50558  	 -0.20562  	 -0822461 
590.8  	 00.99280  	 -0.52301  	 -0.17437  	 -0697481 
590.9  	 00.99508  	 -0.53717  	 -0.14155  	 -0566185 
591.0  	 00.98602  	 -0.54791  	 -0.10746  	 -0429836 
591.1  	 00.96590  	 -0.55516  	 -0.07244  	 -0289745 
591.2  	 00.93558  	 -0.55884  	 -0.03681  	 -0147248 
591.3  	 00.89596  	 -0.55893  	 -0.00092  	 -0003676 
591.4  	 00.84831  	 -0.55544  	 00.03492  	 00139667 
591.5  	 00.79416  	 -0.54840  	 00.07038  	 00281524 
591.6  	 00.73499  	 -0.53788  	 00.10518  	 00420705 
591.7  	 00.67258  	 -0.52398  	 00.13902  	 00556095 
591.8  	 00.60850  	 -0.50681  	 00.17167  	 00686672 
591.9  	 00.54433  	 -0.48653  	 00.20288  	 00811506 
592.0  	 00.48149  	 -0.46328  	 00.23244  	 00929762 
592.1  	 00.42115  	 -0.43726  	 00.26017  	 01040692 
592.2  	 00.36432  	 -0.40867  	 00.28591  	 01143640 
592.3  	 00.31155  	 -0.37772  	 00.30951  	 01238035 
592.4  	 00.26318  	 -0.34464  	 00.33084  	 01323380 
592.5  	 00.21935  	 -0.30966  	 00.34981  	 01399252 
592.6  	 00.17978  	 -0.27302  	 00.36632  	 01465297 
592.7  	 00.14412  	 -0.23499  	 00.38030  	 01521219 
592.8  	 00.11174  	 -0.19582  	 00.39170  	 01566786 
592.9  	 00.08194  	 -0.15578  	 00.40045  	 01601819 
593.0  	 00.05402  	 -0.11512  	 00.40655  	 01626192 
593.1  	 00.02732  	 -0.07413  	 00.40996  	 01639842 
593.2  	 00.00118  	 -0.03306  	 00.41069  	 01642766 
593.3  	 -0.02489  	 00.00782  	 00.40876  	 01635029 
593.4  	 -0.05126  	 00.04824  	 00.40419  	 01616770 
593.5  	 -0.07806  	 00.08794  	 00.39705  	 01588203 
593.6  	 -0.10540  	 00.12668  	 00.38741  	 01549627 
593.7  	 -0.13306  	 00.16422  	 00.37536  	 01501428 
593.8  	 -0.16088  	 00.20032  	 00.36102  	 01444070 
593.9  	 -0.18850  	 00.23477  	 00.34453  	 01378102 
594.0  	 -0.21568  	 00.26738  	 00.32604  	 01304141 
594.1  	 -0.24203  	 00.29795  	 00.30572  	 01222878 
594.2  	 -0.26738  	 00.32632  	 00.28377  	 01135060 
594.3  	 -0.29152  	 00.35236  	 00.26037  	 01041471 
594.4  	 -0.31450  	 00.37593  	 00.23573  	 00942928 
594.5  	 -0.33629  	 00.39694  	 00.21007  	 00840262 
594.6  	 -0.35718  	 00.41530  	 00.18357  	 00734299 
594.7  	 -0.37735  	 00.43094  	 00.15646  	 00625840 
594.8  	 -0.39708  	 00.44384  	 00.12891  	 00515656 
594.9  	 -0.41671  	 00.45395  	 00.10112  	 00404464 
595.0  	 -0.43633  	 00.46127  	 00.07323  	 00292921 
595.1  	 -0.45604  	 00.46581  	 00.04540  	 00181613 
595.2  	 -0.47566  	 00.46759  	 00.01776  	 00071050 
595.3  	 -0.49480  	 00.46663  	 -0.00959  	 -0038340 
595.4  	 -0.51278  	 00.46297  	 -0.03655  	 -0146211 
595.5  	 -0.52873  	 00.45667  	 -0.06308  	 -0252302 
595.6  	 -0.54149  	 00.44775  	 -0.08911  	 -0356424 
595.7  	 -0.54975  	 00.43629  	 -0.11461  	 -0458455 
595.8  	 -0.55203  	 00.42234  	 -0.13958  	 -0558334 
595.9  	 -0.54688  	 00.40593  	 -0.16401  	 -0656027 
596.0  	 -0.53287  	 00.38715  	 -0.18788  	 -0751525 
596.1  	 -0.50886  	 00.36603  	 -0.21120  	 -0844810 
596.2  	 -0.47396  	 00.34263  	 -0.23396  	 -0935836 
596.3  	 -0.42769  	 00.31702  	 -0.25613  	 -1024509 
596.4  	 -0.37007  	 00.28925  	 -0.27766  	 -1110653 
596.5  	 -0.30179  	 00.25940  	 -0.29850  	 -1193989 
596.6  	 -0.22398  	 00.22755  	 -0.31853  	 -1274120 
596.7  	 -0.13860  	 00.19379  	 -0.33763  	 -1350510 
596.8  	 -0.04792  	 00.15822  	 -0.35562  	 -1422475 
596.9  	 00.04521  	 00.12099  	 -0.37229  	 -1489177 
597.0  	 00.13749  	 00.08225  	 -0.38741  	 -1549634 
597.1  	 00.22550  	 00.04219  	 -0.40068  	 -1602733 
597.2  	 00.30568  	 00.00100  	 -0.41181  	 -1647257 
597.3  	 00.37475  	 -0.04104  	 -0.42048  	 -1681919 
597.4  	 00.42960  	 -0.08368  	 -0.42635  	 -1705400 
597.5  	 00.46759  	 -0.12659  	 -0.42910  	 -1716398 
597.6  	 00.48680  	 -0.16943  	 -0.42842  	 -1713686 
597.7  	 00.48593  	 -0.21184  	 -0.42404  	 -1696158 
597.8  	 00.46462  	 -0.25341  	 -0.41572  	 -1662888 
597.9  	 00.42327  	 -0.29374  	 -0.40330  	 -1613185 
598.0  	 00.36317  	 -0.33240  	 -0.38666  	 -1546637 
598.1  	 00.28630  	 -0.36898  	 -0.36579  	 -1463153 
598.2  	 00.19558  	 -0.40306  	 -0.34075  	 -1362988 
598.3  	 00.09417  	 -0.43423  	 -0.31169  	 -1246760 
598.4  	 -0.01428  	 -0.46211  	 -0.27886  	 -1115452 
598.5  	 -0.12575  	 -0.48637  	 -0.24260  	 -0970398 
598.6  	 -0.23644  	 -0.50670  	 -0.20331  	 -0813248 
598.7  	 -0.34247  	 -0.52285  	 -0.16148  	 -0645933 
598.8  	 -0.44043  	 -0.53462  	 -0.11766  	 -0470621 
598.9  	 -0.52741  	 -0.54186  	 -0.07241  	 -0289649 
599.0  	 -0.60084  	 -0.54449  	 -0.02637  	 -0105461 
599.1  	 -0.65899  	 -0.54251  	 00.01986  	 00079451 
599.2  	 -0.70058  	 -0.53594  	 00.06565  	 00262611 
599.3  	 -0.72508  	 -0.52490  	 00.11041  	 00441620 
599.4  	 -0.73254  	 -0.50955  	 00.15355  	 00614204 
599.5  	 -0.72334  	 -0.49009  	 00.19456  	 00778248 
599.6  	 -0.69841  	 -0.46680  	 00.23296  	 00931833 
599.7  	 -0.65894  	 -0.43996  	 00.26831  	 01073253 
599.8  	 -0.60619  	 -0.40994  	 00.30026  	 01201034 
599.9  	 -0.54160  	 -0.37709  	 00.32848  	 01313928 
600.0  	 -0.46662  	 -0.34182  	 00.35273  	 01410920 
600.1  	 -0.38248  	 -0.30454  	 00.37281  	 01491227 
600.2  	 -0.29054  	 -0.26568  	 00.38857  	 01554296 
600.3  	 -0.19184  	 -0.22568  	 00.39995  	 01599797 
600.4  	 -0.08739  	 -0.18499  	 00.40691  	 01627633 
600.5  	 00.02167  	 -0.14404  	 00.40948  	 01637932 
600.6  	 00.13440  	 -0.10327  	 00.40776  	 01631054 
600.7  	 00.24955  	 -0.06308  	 00.40190  	 01607585 
600.8  	 00.36591  	 -0.02387  	 00.39209  	 01568343 
600.9  	 00.48194  	 00.01399  	 00.37859  	 01514364 
601.0  	 00.59574  	 00.05016  	 00.36172  	 01446897 
601.1  	 00.70534  	 00.08435  	 00.34185  	 01367385 
601.2  	 00.80833  	 00.11628  	 00.31936  	 01277440 
601.3  	 00.90226  	 00.14575  	 00.29470  	 01178809 
601.4  	 00.98448  	 00.17259  	 00.26833  	 01073339 
601.5  	 01.05228  	 00.19666  	 00.24073  	 00962933 
601.6  	 01.10321  	 00.21790  	 00.21238  	 00849509 
601.7  	 01.13500  	 00.23627  	 00.18374  	 00734949 
601.8  	 01.14586  	 00.25180  	 00.15527  	 00621062 
601.9  	 01.13459  	 00.26454  	 00.12739  	 00509546 
602.0  	 01.10054  	 00.27458  	 00.10049  	 00401955 
602.1  	 01.04399  	 00.28208  	 00.07492  	 00299674 
602.2  	 00.96595  	 00.28717  	 00.05098  	 00203901 
602.3  	 00.86833  	 00.29006  	 00.02891  	 00115632 
602.4  	 00.75361  	 00.29096  	 00.00891  	 00035648 
602.5  	 00.62526  	 00.29007  	 -0.00887  	 -0035488 
602.6  	 00.48697  	 00.28763  	 -0.02436  	 -0097427 
602.7  	 00.34318  	 00.28388  	 -0.03751  	 -0150032 
602.8  	 00.19813  	 00.27905  	 -0.04834  	 -0193380 
602.9  	 00.05615  	 00.27335  	 -0.05694  	 -0227745 
603.0  	 -0.07848  	 00.26701  	 -0.06340  	 -0253588 
603.1  	 -0.20222  	 00.26023  	 -0.06789  	 -0271547 
603.2  	 -0.31185  	 00.25317  	 -0.07061  	 -0282420 
603.3  	 -0.40512  	 00.24599  	 -0.07179  	 -0287142 
603.4  	 -0.48050  	 00.23882  	 -0.07169  	 -0286767 
603.5  	 -0.53722  	 00.23176  	 -0.07061  	 -0282442 
603.6  	 -0.57550  	 00.22487  	 -0.06885  	 -0275387 
603.7  	 -0.59621  	 00.21820  	 -0.06671  	 -0266860 
603.8  	 -0.60087  	 00.21175  	 -0.06453  	 -0258126 
603.9  	 -0.59159  	 00.20549  	 -0.06261  	 -0250433 
604.0  	 -0.57077  	 00.19936  	 -0.06124  	 -0244980 
604.1  	 -0.54082  	 00.19329  	 -0.06072  	 -0242882 
604.2  	 -0.50440  	 00.18716  	 -0.06129  	 -0245148 
604.3  	 -0.46369  	 00.18084  	 -0.06316  	 -0252647 
604.4  	 -0.42072  	 00.17419  	 -0.06652  	 -0266089 
604.5  	 -0.37707  	 00.16704  	 -0.07150  	 -0285994 
604.6  	 -0.33378  	 00.15923  	 -0.07817  	 -0312683 
604.7  	 -0.29159  	 00.15057  	 -0.08656  	 -0346249 
604.8  	 -0.25057  	 00.14091  	 -0.09664  	 -0386561 
604.9  	 -0.21053  	 00.13007  	 -0.10831  	 -0433244 
605.0  	 -0.17104  	 00.11793  	 -0.12142  	 -0485699 
605.1  	 -0.13149  	 00.10435  	 -0.13577  	 -0543097 
605.2  	 -0.09128  	 00.08924  	 -0.15110  	 -0604401 
605.3  	 -0.04990  	 00.07253  	 -0.16710  	 -0668385 
605.4  	 -0.00709  	 00.05419  	 -0.18342  	 -0733667 
605.5  	 00.03704  	 00.03422  	 -0.19968  	 -0798736 
605.6  	 00.08208  	 00.01268  	 -0.21550  	 -0861986 
605.7  	 00.12709  	 -0.01037  	 -0.23044  	 -0921770 
605.8  	 00.17087  	 -0.03478  	 -0.24411  	 -0976433 
605.9  	 00.21189  	 -0.06039  	 -0.25609  	 -1024360 
606.0  	 00.24843  	 -0.08699  	 -0.26601  	 -1064023 
606.1  	 00.27864  	 -0.11434  	 -0.27351  	 -1094021 
606.2  	 00.30074  	 -0.14217  	 -0.27828  	 -1113120 
606.3  	 00.31315  	 -0.17018  	 -0.28007  	 -1120289 
606.4  	 00.31466  	 -0.19804  	 -0.27868  	 -1114733 
606.5  	 00.30448  	 -0.22544  	 -0.27398  	 -1095911 
606.6  	 00.28240  	 -0.25203  	 -0.26589  	 -1063550 
606.7  	 00.24870  	 -0.27747  	 -0.25442  	 -1017662 
606.8  	 00.20437  	 -0.30144  	 -0.23963  	 -0958535 
606.9  	 00.15081  	 -0.32360  	 -0.22168  	 -0886722 
607.0  	 00.09009  	 -0.34368  	 -0.20076  	 -0803031 
607.1  	 00.02439  	 -0.36139  	 -0.17712  	 -0708492 
607.2  	 -0.04364  	 -0.37650  	 -0.15108  	 -0604321 
607.3  	 -0.11150  	 -0.38880  	 -0.12297  	 -0491887 
607.4  	 -0.17673  	 -0.39811  	 -0.09317  	 -0372669 
607.5  	 -0.23706  	 -0.40432  	 -0.06205  	 -0248210 
607.6  	 -0.29073  	 -0.40732  	 -0.03002  	 -0120089 
607.7  	 -0.33633  	 -0.40707  	 00.00253  	 00010123 
607.8  	 -0.37303  	 -0.40355  	 00.03522  	 00140895 
607.9  	 -0.40074  	 -0.39678  	 00.06769  	 00270762 
608.0  	 -0.41958  	 -0.38682  	 00.09958  	 00398336 
608.1  	 -0.43047  	 -0.37376  	 00.13058  	 00522330 
608.2  	 -0.43442  	 -0.35772  	 00.16039  	 00641563 
608.3  	 -0.43286  	 -0.33885  	 00.18874  	 00754957 
608.4  	 -0.42720  	 -0.31731  	 00.21538  	 00861538 
608.5  	 -0.41879  	 -0.29330  	 00.24011  	 00960442 
608.6  	 -0.40886  	 -0.26702  	 00.26272  	 01050889 
608.7  	 -0.39822  	 -0.23872  	 00.28305  	 01132185 
608.8  	 -0.38729  	 -0.20863  	 00.30093  	 01203716 
608.9  	 -0.37611  	 -0.17700  	 00.31623  	 01264939 
609.0  	 -0.36422  	 -0.14412  	 00.32885  	 01315381 
609.1  	 -0.35073  	 -0.11025  	 00.33866  	 01354639 
609.2  	 -0.33454  	 -0.07569  	 00.34560  	 01382388 
609.3  	 -0.31423  	 -0.04073  	 00.34959  	 01398379 
609.4  	 -0.28841  	 -0.00567  	 00.35061  	 01402453 
609.5  	 -0.25583  	 00.02919  	 00.34864  	 01394550 
609.6  	 -0.21541  	 00.06356  	 00.34368  	 01374720 
609.7  	 -0.16660  	 00.09714  	 00.33578  	 01343139 
609.8  	 -0.10930  	 00.12964  	 00.32503  	 01300119 
609.9  	 -0.04404  	 00.16079  	 00.31153  	 01246110 
610.0  	 00.02795  	 00.19034  	 00.29543  	 01181712 
610.1  	 00.10488  	 00.21803  	 00.27692  	 01107672 
610.2  	 00.18434  	 00.24365  	 00.25622  	 01024875 
610.3  	 00.26355  	 00.26701  	 00.23358  	 00934336 
610.4  	 00.33949  	 00.28794  	 00.20930  	 00837181 
610.5  	 00.40890  	 00.30630  	 00.18366  	 00734628 
610.6  	 00.46871  	 00.32200  	 00.15699  	 00627955 
610.7  	 00.51619  	 00.33496  	 00.12962  	 00518480 
610.8  	 00.54908  	 00.34515  	 00.10188  	 00407531 
610.9  	 00.56587  	 00.35256  	 00.07410  	 00296409 
611.0  	 00.56576  	 00.35722  	 00.04659  	 00186364 
611.1  	 00.54891  	 00.35919  	 00.01964  	 00078568 
611.2  	 00.51628  	 00.35854  	 -0.00648  	 -0025914 
611.3  	 00.46984  	 00.35538  	 -0.03153  	 -0126140 
611.4  	 00.41209  	 00.34985  	 -0.05533  	 -0221307 
611.5  	 00.34638  	 00.34208  	 -0.07769  	 -0310765 
611.6  	 00.27631  	 00.33223  	 -0.09850  	 -0394019 
611.7  	 00.20573  	 00.32046  	 -0.11768  	 -0470729 
611.8  	 00.13849  	 00.30695  	 -0.13518  	 -0540709 
611.9  	 00.07802  	 00.29185  	 -0.15098  	 -0603919 
612.0  	 00.02745  	 00.27534  	 -0.16511  	 -0660447 
612.1  	 -0.01082  	 00.25757  	 -0.17762  	 -0710496 
612.2  	 -0.03523  	 00.23872  	 -0.18859  	 -0754363 
612.3  	 -0.04509  	 00.21891  	 -0.19810  	 -0792411 
612.4  	 -0.04052  	 00.19828  	 -0.20626  	 -0825043 
612.5  	 -0.02267  	 00.17696  	 -0.21317  	 -0852687 
612.6  	 00.00665  	 00.15507  	 -0.21894  	 -0875756 
612.7  	 00.04490  	 00.13270  	 -0.22366  	 -0894627 
612.8  	 00.08911  	 00.10996  	 -0.22741  	 -0909633 
612.9  	 00.13612  	 00.08694  	 -0.23026  	 -0921038 
613.0  	 00.18254  	 00.06371  	 -0.23226  	 -0929022 
613.1  	 00.22534  	 00.04037  	 -0.23342  	 -0933681 
613.2  	 00.26166  	 00.01699  	 -0.23376  	 -0935033 
613.3  	 00.28926  	 -0.00633  	 -0.23325  	 -0933015 
613.4  	 00.30657  	 -0.02952  	 -0.23187  	 -0927494 
613.5  	 00.31263  	 -0.05248  	 -0.22957  	 -0918285 
613.6  	 00.30726  	 -0.07511  	 -0.22629  	 -0905168 
613.7  	 00.29101  	 -0.09730  	 -0.22198  	 -0887908 
613.8  	 00.26505  	 -0.11896  	 -0.21657  	 -0866274 
613.9  	 00.23101  	 -0.13996  	 -0.21001  	 -0840060 
614.0  	 00.19103  	 -0.16019  	 -0.20228  	 -0809110 
614.1  	 00.14735  	 -0.17952  	 -0.19333  	 -0773323 
614.2  	 00.10232  	 -0.19784  	 -0.18317  	 -0732669 
614.3  	 00.05809  	 -0.21502  	 -0.17180  	 -0687199 
614.4  	 00.01669  	 -0.23095  	 -0.15926  	 -0637050 
614.5  	 -0.02038  	 -0.24551  	 -0.14561  	 -0582440 
614.6  	 -0.05202  	 -0.25860  	 -0.13092  	 -0523661 
614.7  	 -0.07757  	 -0.27013  	 -0.11527  	 -0461085 
614.8  	 -0.09706  	 -0.28000  	 -0.09879  	 -0395140 
614.9  	 -0.11098  	 -0.28816  	 -0.08158  	 -0326305 
615.0  	 -0.12011  	 -0.29454  	 -0.06377  	 -0255090 
615.1  	 -0.12577  	 -0.29909  	 -0.04551  	 -0182029 
615.2  	 -0.12940  	 -0.30178  	 -0.02692  	 -0107662 
615.3  	 -0.13261  	 -0.30259  	 -0.00813  	 -0032523 
615.4  	 -0.13692  	 -0.30152  	 00.01072  	 00042872 
615.5  	 -0.14386  	 -0.29857  	 00.02951  	 00118032 
615.6  	 -0.15460  	 -0.29376  	 00.04812  	 00192494 
615.7  	 -0.17013  	 -0.28711  	 00.06646  	 00265825 
615.8  	 -0.19093  	 -0.27867  	 00.08441  	 00337628 
615.9  	 -0.21733  	 -0.26849  	 00.10189  	 00407541 
616.0  	 -0.24900  	 -0.25660  	 00.11881  	 00475228 
616.1  	 -0.28551  	 -0.24309  	 00.13510  	 00540382 
616.2  	 -0.32589  	 -0.22803  	 00.15068  	 00602715 
616.3  	 -0.36908  	 -0.21148  	 00.16549  	 00661950 
616.4  	 -0.41387  	 -0.19353  	 00.17946  	 00717826 
616.5  	 -0.45883  	 -0.17428  	 00.19252  	 00770080 
616.6  	 -0.50258  	 -0.15382  	 00.20461  	 00818445 
616.7  	 -0.54381  	 -0.13225  	 00.21566  	 00862654 
616.8  	 -0.58127  	 -0.10969  	 00.22561  	 00902428 
616.9  	 -0.61398  	 -0.08626  	 00.23437  	 00937480 
617.0  	 -0.64094  	 -0.06207  	 00.24188  	 00967513 
617.1  	 -0.66158  	 -0.03726  	 00.24806  	 00992228 
617.2  	 -0.67535  	 -0.01198  	 00.25283  	 01011319 
617.3  	 -0.68195  	 00.01363  	 00.25612  	 01024481 
617.4  	 -0.68122  	 00.03942  	 00.25785  	 01031420 
617.5  	 -0.67322  	 00.06522  	 00.25796  	 01031856 
617.6  	 -0.65794  	 00.09085  	 00.25638  	 01025533 
617.7  	 -0.63560  	 00.11616  	 00.25306  	 01012224 
617.8  	 -0.60642  	 00.14095  	 00.24794  	 00991744 
617.9  	 -0.57061  	 00.16505  	 00.24099  	 00963968 
618.0  	 -0.52842  	 00.18827  	 00.23221  	 00928821 
618.1  	 -0.48016  	 00.21043  	 00.22157  	 00886299 
618.2  	 -0.42618  	 00.23134  	 00.20912  	 00836472 
618.3  	 -0.36679  	 00.25083  	 00.19487  	 00779486 
618.4  	 -0.30232  	 00.26872  	 00.17889  	 00715572 
618.5  	 -0.23328  	 00.28484  	 00.16126  	 00645046 
618.6  	 -0.16016  	 00.29905  	 00.14208  	 00568312 
618.7  	 -0.08355  	 00.31120  	 00.12146  	 00485859 
618.8  	 -0.00414  	 00.32115  	 00.09957  	 00398260 
618.9  	 00.07732  	 00.32881  	 00.07654  	 00306165 
619.0  	 00.16007  	 00.33407  	 00.05257  	 00210291 
619.1  	 00.24320  	 00.33685  	 00.02786  	 00111424 
619.2  	 00.32580  	 00.33711  	 00.00260  	 00010401 
619.3  	 00.40699  	 00.33481  	 -0.02297  	 -0091897 
619.4  	 00.48598  	 00.32995  	 -0.04864  	 -0194555 
619.5  	 00.56182  	 00.32253  	 -0.07416  	 -0296641 
619.6  	 00.63398  	 00.31260  	 -0.09930  	 -0397215 
619.7  	 00.70162  	 00.30022  	 -0.12384  	 -0495343 
619.8  	 00.76440  	 00.28547  	 -0.14753  	 -0590104 
619.9  	 00.82198  	 00.26845  	 -0.17015  	 -0680608 
620.0  	 00.87393  	 00.24930  	 -0.19150  	 -0766003 
620.1  	 00.92034  	 00.22817  	 -0.21137  	 -0845486 
620.2  	 00.96104  	 00.20521  	 -0.22958  	 -0918312 
620.3  	 00.99615  	 00.18061  	 -0.24595  	 -0983803 
620.4  	 01.02581  	 00.15458  	 -0.26034  	 -1041355 
620.5  	 01.05017  	 00.12732  	 -0.27261  	 -1090446 
620.6  	 01.06938  	 00.09905  	 -0.28266  	 -1130639 
620.7  	 01.08358  	 00.07001  	 -0.29040  	 -1161586 
620.8  	 01.09282  	 00.04044  	 -0.29576  	 -1183035 
620.9  	 01.09715  	 00.01057  	 -0.29871  	 -1194831 
621.0  	 01.09645  	 -0.01936  	 -0.29923  	 -1196915 
621.1  	 01.09059  	 -0.04909  	 -0.29733  	 -1189319 
621.2  	 01.07925  	 -0.07839  	 -0.29304  	 -1172164 
621.3  	 01.06214  	 -0.10704  	 -0.28641  	 -1145650 
621.4  	 01.03876  	 -0.13479  	 -0.27751  	 -1110057 
621.5  	 01.00863  	 -0.16143  	 -0.26643  	 -1065723 
621.6  	 00.97111  	 -0.18676  	 -0.25326  	 -1013041 
621.7  	 00.92569  	 -0.21057  	 -0.23811  	 -0952445 
621.8  	 00.87174  	 -0.23268  	 -0.22110  	 -0884391 
621.9  	 00.80870  	 -0.25291  	 -0.20234  	 -0809360 
622.0  	 00.73607  	 -0.27111  	 -0.18196  	 -0727843 
622.1  	 00.65344  	 -0.28712  	 -0.16008  	 -0640329 
