Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
771.0  	 00.65404  	 -0.02074  	 -0.07623  	 -0304935 
771.1  	 00.66359  	 -0.02836  	 -0.07618  	 -0304708 
771.2  	 00.67170  	 -0.03582  	 -0.07462  	 -0298494 
771.3  	 00.68145  	 -0.04299  	 -0.07168  	 -0286720 
771.4  	 00.69588  	 -0.04974  	 -0.06749  	 -0269949 
771.5  	 00.71750  	 -0.05596  	 -0.06221  	 -0248855 
771.6  	 00.74856  	 -0.06157  	 -0.05605  	 -0224193 
771.7  	 00.79046  	 -0.06649  	 -0.04919  	 -0196771 
771.8  	 00.84410  	 -0.07067  	 -0.04185  	 -0167416 
771.9  	 00.90953  	 -0.07410  	 -0.03424  	 -0136950 
772.0  	 00.98589  	 -0.07675  	 -0.02654  	 -0106159 
772.1  	 01.07180  	 -0.07864  	 -0.01894  	 -0075768 
772.2  	 01.16489  	 -0.07980  	 -0.01161  	 -0046423 
772.3  	 01.26232  	 -0.08027  	 -0.00467  	 -0018661 
772.4  	 01.36094  	 -0.08009  	 00.00177  	 00007084 
772.5  	 01.45693  	 -0.07933  	 00.00763  	 00030502 
772.6  	 01.54665  	 -0.07805  	 00.01285  	 00051411 
772.7  	 01.62624  	 -0.07630  	 00.01744  	 00069753 
772.8  	 01.69228  	 -0.07416  	 00.02140  	 00085591 
772.9  	 01.74166  	 -0.07169  	 00.02477  	 00099100 
773.0  	 01.77175  	 -0.06892  	 00.02764  	 00110558 
773.1  	 01.78063  	 -0.06591  	 00.03008  	 00120331 
773.2  	 01.76717  	 -0.06269  	 00.03221  	 00128857 
773.3  	 01.73084  	 -0.05928  	 00.03416  	 00136631 
773.4  	 01.67208  	 -0.05567  	 00.03604  	 00144176 
773.5  	 01.59202  	 -0.05187  	 00.03801  	 00152034 
773.6  	 01.49250  	 -0.04785  	 00.04018  	 00160738 
773.7  	 01.37594  	 -0.04358  	 00.04270  	 00170790 
773.8  	 01.24525  	 -0.03902  	 00.04566  	 00182647 
773.9  	 01.10360  	 -0.03410  	 00.04917  	 00196689 
774.0  	 00.95456  	 -0.02877  	 00.05330  	 00213206 
774.1  	 00.80134  	 -0.02296  	 00.05810  	 00232380 
774.2  	 00.64762  	 -0.01660  	 00.06357  	 00254263 
774.3  	 00.49638  	 -0.00963  	 00.06969  	 00278771 
774.4  	 00.35037  	 -0.00199  	 00.07642  	 00305676 
774.5  	 00.21214  	 00.00637  	 00.08365  	 00334593 
774.6  	 00.08347  	 00.01550  	 00.09125  	 00364989 
774.7  	 -0.03406  	 00.02540  	 00.09905  	 00396190 
774.8  	 -0.13966  	 00.03609  	 00.10685  	 00427391 
774.9  	 -0.23293  	 00.04753  	 00.11442  	 00457670 
775.0  	 -0.31381  	 00.05968  	 00.12150  	 00486015 
775.1  	 -0.38278  	 00.07246  	 00.12784  	 00511349 
775.2  	 -0.44050  	 00.08578  	 00.13314  	 00532556 
775.3  	 -0.48803  	 00.09949  	 00.13713  	 00548515 
775.4  	 -0.52648  	 00.11344  	 00.13953  	 00558133 
775.5  	 -0.55703  	 00.12745  	 00.14010  	 00560388 
775.6  	 -0.58097  	 00.14131  	 00.13859  	 00554358 
775.7  	 -0.59950  	 00.15479  	 00.13481  	 00539247 
775.8  	 -0.61372  	 00.16765  	 00.12861  	 00514431 
775.9  	 -0.62460  	 00.17964  	 00.11987  	 00479487 
776.0  	 -0.63303  	 00.19050  	 00.10855  	 00434211 
776.1  	 -0.63965  	 00.19996  	 00.09466  	 00378639 
776.2  	 -0.64506  	 00.20779  	 00.07826  	 00313055 
776.3  	 -0.64961  	 00.21374  	 00.05950  	 00238004 
776.4  	 -0.65363  	 00.21760  	 00.03857  	 00154285 
776.5  	 -0.65725  	 00.21917  	 00.01573  	 00062933 
776.6  	 -0.66080  	 00.21830  	 -0.00870  	 -0034798 
776.7  	 -0.66413  	 00.21486  	 -0.03437  	 -0137469 
776.8  	 -0.66756  	 00.20878  	 -0.06087  	 -0243488 
776.9  	 -0.67109  	 00.20000  	 -0.08779  	 -0351146 
777.0  	 -0.67489  	 00.18853  	 -0.11467  	 -0458666 
777.1  	 -0.67914  	 00.17442  	 -0.14106  	 -0564250 
777.2  	 -0.68411  	 00.15777  	 -0.16653  	 -0666107 
777.3  	 -0.69001  	 00.13871  	 -0.19063  	 -0762503 
777.4  	 -0.69724  	 00.11741  	 -0.21295  	 -0851790 
777.5  	 -0.70606  	 00.09410  	 -0.23311  	 -0932441 
777.6  	 -0.71684  	 00.06903  	 -0.25077  	 -1003067 
777.7  	 -0.72996  	 00.04247  	 -0.26561  	 -1062446 
777.8  	 -0.74567  	 00.01473  	 -0.27738  	 -1109535 
777.9  	 -0.76430  	 -0.01386  	 -0.28587  	 -1143487 
778.0  	 -0.78595  	 -0.04295  	 -0.29091  	 -1163652 
778.1  	 -0.81078  	 -0.07219  	 -0.29240  	 -1169591 
778.2  	 -0.83867  	 -0.10122  	 -0.29027  	 -1161085 
778.3  	 -0.86951  	 -0.12967  	 -0.28453  	 -1138119 
778.4  	 -0.90299  	 -0.15719  	 -0.27522  	 -1100896 
778.5  	 -0.93865  	 -0.18344  	 -0.26246  	 -1049833 
778.6  	 -0.97592  	 -0.20808  	 -0.24639  	 -0985547 
778.7  	 -1.01396  	 -0.23080  	 -0.22721  	 -0908850 
778.8  	 -1.05201  	 -0.25132  	 -0.20518  	 -0820731 
778.9  	 -1.08896  	 -0.26938  	 -0.18059  	 -0722346 
779.0  	 -1.12372  	 -0.28475  	 -0.15375  	 -0614997 
779.1  	 -1.15512  	 -0.29725  	 -0.12503  	 -0500103 
779.2  	 -1.18184  	 -0.30673  	 -0.09480  	 -0379183 
779.3  	 -1.20257  	 -0.31308  	 -0.06346  	 -0253822 
779.4  	 -1.21612  	 -0.31622  	 -0.03141  	 -0125656 
779.5  	 -1.22114  	 -0.31613  	 00.00092  	 00003660 
779.6  	 -1.21644  	 -0.31282  	 00.03312  	 00132481 
779.7  	 -1.20110  	 -0.30634  	 00.06480  	 00259187 
779.8  	 -1.17401  	 -0.29678  	 00.09555  	 00382203 
779.9  	 -1.13444  	 -0.28428  	 00.12501  	 00500035 
780.0  	 -1.08194  	 -0.26900  	 00.15282  	 00611269 
780.1  	 -1.01594  	 -0.25113  	 00.17865  	 00714590 
780.2  	 -0.93658  	 -0.23092  	 00.20220  	 00808796 
780.3  	 -0.84386  	 -0.20859  	 00.22320  	 00892809 
780.4  	 -0.73812  	 -0.18445  	 00.24142  	 00965690 
780.5  	 -0.62016  	 -0.15879  	 00.25666  	 01026640 
780.6  	 -0.49073  	 -0.13191  	 00.26875  	 01075006 
780.7  	 -0.35115  	 -0.10415  	 00.27758  	 01110306 
780.8  	 -0.20269  	 -0.07585  	 00.28306  	 01132223 
780.9  	 -0.04682  	 -0.04733  	 00.28515  	 01140618 
781.0  	 00.11448  	 -0.01894  	 00.28389  	 01135542 
781.1  	 00.27957  	 00.00899  	 00.27931  	 01117228 
781.2  	 00.44620  	 00.03614  	 00.27153  	 01086105 
781.3  	 00.61241  	 00.06221  	 00.26070  	 01042792 
781.4  	 00.77624  	 00.08691  	 00.24702  	 00988085 
781.5  	 00.93544  	 00.10998  	 00.23074  	 00922952 
781.6  	 01.08817  	 00.13120  	 00.21213  	 00848515 
781.7  	 01.23245  	 00.15035  	 00.19151  	 00766024 
781.8  	 01.36660  	 00.16727  	 00.16921  	 00676832 
781.9  	 01.48926  	 00.18183  	 00.14559  	 00582360 
782.0  	 01.59896  	 00.19393  	 00.12102  	 00484066 
782.1  	 01.69488  	 00.20352  	 00.09585  	 00383418 
782.2  	 01.77627  	 00.21056  	 00.07046  	 00281854 
782.3  	 01.84277  	 00.21508  	 00.04519  	 00180755 
782.4  	 01.89437  	 00.21712  	 00.02035  	 00081411 
782.5  	 01.93128  	 00.21674  	 -0.00375  	 -0014986 
782.6  	 01.95400  	 00.21406  	 -0.02684  	 -0107374 
782.7  	 01.96340  	 00.20919  	 -0.04870  	 -0194819 
782.8  	 01.96038  	 00.20227  	 -0.06913  	 -0276532 
782.9  	 01.94612  	 00.19348  	 -0.08797  	 -0351870 
783.0  	 01.92179  	 00.18297  	 -0.10508  	 -0420326 
783.1  	 01.88860  	 00.17093  	 -0.12038  	 -0481523 
783.2  	 01.84777  	 00.15755  	 -0.13380  	 -0535207 
783.3  	 01.80026  	 00.14302  	 -0.14531  	 -0581228 
783.4  	 01.74691  	 00.12753  	 -0.15488  	 -0619532 
783.5  	 01.68845  	 00.11128  	 -0.16253  	 -0650140 
783.6  	 01.62505  	 00.09445  	 -0.16828  	 -0673133 
783.7  	 01.55696  	 00.07723  	 -0.17216  	 -0688640 
783.8  	 01.48389  	 00.05981  	 -0.17420  	 -0696818 
783.9  	 01.40526  	 00.04237  	 -0.17446  	 -0697843 
784.0  	 01.32055  	 00.02507  	 -0.17298  	 -0691903 
784.1  	 01.22880  	 00.00809  	 -0.16980  	 -0679189 
784.2  	 01.12917  	 -0.00841  	 -0.16497  	 -0659890 
784.3  	 01.02075  	 -0.02426  	 -0.15855  	 -0634192 
784.4  	 00.90272  	 -0.03932  	 -0.15057  	 -0602290 
784.5  	 00.77460  	 -0.05343  	 -0.14110  	 -0564389 
784.6  	 00.63595  	 -0.06645  	 -0.13018  	 -0520701 
784.7  	 00.48709  	 -0.07823  	 -0.11787  	 -0471473 
784.8  	 00.32852  	 -0.08866  	 -0.10425  	 -0416992 
784.9  	 00.16108  	 -0.09760  	 -0.08940  	 -0357596 
785.0  	 -0.01354  	 -0.10494  	 -0.07342  	 -0293690 
785.1  	 -0.19343  	 -0.11058  	 -0.05644  	 -0225753 
785.2  	 -0.37619  	 -0.11444  	 -0.03859  	 -0154357 
785.3  	 -0.55909  	 -0.11645  	 -0.02004  	 -0080172 
785.4  	 -0.73932  	 -0.11655  	 -0.00099  	 -0003969 
785.5  	 -0.91357  	 -0.11471  	 00.01835  	 00073387 
785.6  	 -1.07903  	 -0.11094  	 00.03773  	 00150932 
785.7  	 -1.23252  	 -0.10525  	 00.05690  	 00227608 
785.8  	 -1.37145  	 -0.09769  	 00.07557  	 00302287 
785.9  	 -1.49366  	 -0.08835  	 00.09345  	 00373789 
786.0  	 -1.59722  	 -0.07732  	 00.11022  	 00440896 
786.1  	 -1.68095  	 -0.06477  	 00.12560  	 00502381 
786.2  	 -1.74407  	 -0.05084  	 00.13926  	 00557037 
786.3  	 -1.78662  	 -0.03575  	 00.15093  	 00603709 
786.4  	 -1.80909  	 -0.01971  	 00.16033  	 00641323 
786.5  	 -1.81246  	 -0.00299  	 00.16723  	 00668920 
786.6  	 -1.79821  	 00.01415  	 00.17142  	 00685685 
786.7  	 -1.76814  	 00.03143  	 00.17274  	 00690979 
786.8  	 -1.72425  	 00.04853  	 00.17109  	 00684359 
786.9  	 -1.66860  	 00.06518  	 00.16640  	 00665610 
787.0  	 -1.60337  	 00.08104  	 00.15869  	 00634750 
787.1  	 -1.53044  	 00.09585  	 00.14801  	 00592048 
787.2  	 -1.45167  	 00.10930  	 00.13450  	 00538020 
787.3  	 -1.36845  	 00.12113  	 00.11836  	 00473422 
787.4  	 -1.28191  	 00.13111  	 00.09981  	 00399247 
787.5  	 -1.19307  	 00.13903  	 00.07917  	 00316691 
787.6  	 -1.10232  	 00.14471  	 00.05678  	 00227129 
787.7  	 -1.01018  	 00.14801  	 00.03302  	 00132086 
787.8  	 -0.91673  	 00.14884  	 00.00830  	 00033192 
787.9  	 -0.82205  	 00.14714  	 -0.01696  	 -0067852 
788.0  	 -0.72626  	 00.14291  	 -0.04233  	 -0169314 
788.1  	 -0.62956  	 00.13617  	 -0.06737  	 -0269470 
788.2  	 -0.53234  	 00.12701  	 -0.09166  	 -0366639 
788.3  	 -0.43512  	 00.11553  	 -0.11480  	 -0459220 
788.4  	 -0.33869  	 00.10188  	 -0.13643  	 -0545708 
788.5  	 -0.24429  	 00.08627  	 -0.15618  	 -0624729 
788.6  	 -0.15308  	 00.06889  	 -0.17376  	 -0695056 
788.7  	 -0.06669  	 00.05000  	 -0.18891  	 -0755622 
788.8  	 00.01329  	 00.02986  	 -0.20138  	 -0805531 
788.9  	 00.08535  	 00.00876  	 -0.21102  	 -0844068 
789.0  	 00.14783  	 -0.01301  	 -0.21768  	 -0870709 
789.1  	 00.19948  	 -0.03514  	 -0.22128  	 -0885113 
789.2  	 00.23928  	 -0.05731  	 -0.22178  	 -0887135 
789.3  	 00.26666  	 -0.07923  	 -0.21920  	 -0876815 
789.4  	 00.28151  	 -0.10059  	 -0.21360  	 -0854381 
789.5  	 00.28426  	 -0.12110  	 -0.20506  	 -0820242 
789.6  	 00.27582  	 -0.14047  	 -0.19374  	 -0774969 
789.7  	 00.25768  	 -0.15846  	 -0.17982  	 -0719292 
789.8  	 00.23170  	 -0.17481  	 -0.16352  	 -0654080 
789.9  	 00.20014  	 -0.18932  	 -0.14508  	 -0580323 
790.0  	 00.16543  	 -0.20179  	 -0.12478  	 -0499109 
790.1  	 00.13027  	 -0.21208  	 -0.10290  	 -0411608 
790.2  	 00.09720  	 -0.22006  	 -0.07976  	 -0319045 
790.3  	 00.06858  	 -0.22563  	 -0.05567  	 -0222668 
790.4  	 00.04653  	 -0.22872  	 -0.03094  	 -0123740 
790.5  	 00.03288  	 -0.22931  	 -0.00588  	 -0023509 
790.6  	 00.02866  	 -0.22739  	 00.01920  	 00076808 
790.7  	 00.03480  	 -0.22299  	 00.04401  	 00176047 
790.8  	 00.05139  	 -0.21616  	 00.06828  	 00273103 
790.9  	 00.07811  	 -0.20699  	 00.09174  	 00366941 
791.0  	 00.11419  	 -0.19557  	 00.11415  	 00456596 
791.1  	 00.15856  	 -0.18204  	 00.13530  	 00541184 
791.2  	 00.20967  	 -0.16654  	 00.15497  	 00619897 
791.3  	 00.26604  	 -0.14924  	 00.17300  	 00692004 
791.4  	 00.32609  	 -0.13032  	 00.18921  	 00756839 
791.5  	 00.38823  	 -0.10998  	 00.20345  	 00813803 
791.6  	 00.45124  	 -0.08842  	 00.21559  	 00862363 
791.7  	 00.51390  	 -0.06587  	 00.22551  	 00902045 
791.8  	 00.57548  	 -0.04256  	 00.23311  	 00932432 
791.9  	 00.63555  	 -0.01873  	 00.23829  	 00953166 
792.0  	 00.69386  	 00.00537  	 00.24099  	 00963960 
792.1  	 00.75056  	 00.02949  	 00.24115  	 00964589 
792.2  	 00.80585  	 00.05336  	 00.23873  	 00954911 
792.3  	 00.86018  	 00.07673  	 00.23372  	 00934874 
792.4  	 00.91391  	 00.09934  	 00.22613  	 00904519 
792.5  	 00.96739  	 00.12094  	 00.21600  	 00864002 
792.6  	 01.02077  	 00.14128  	 00.20340  	 00813598 
792.7  	 01.07382  	 00.16013  	 00.18843  	 00753707 
792.8  	 01.12623  	 00.17725  	 00.17122  	 00684865 
792.9  	 01.17728  	 00.19244  	 00.15194  	 00607749 
793.0  	 01.22587  	 00.20552  	 00.13079  	 00523173 
793.1  	 01.27068  	 00.21632  	 00.10802  	 00432081 
793.2  	 01.31013  	 00.22471  	 00.08388  	 00335538 
793.3  	 01.34250  	 00.23058  	 00.05868  	 00234717 
793.4  	 01.36593  	 00.23385  	 00.03272  	 00130883 
793.5  	 01.37874  	 00.23448  	 00.00634  	 00025369 
793.6  	 01.37924  	 00.23247  	 -0.02011  	 -0080440 
793.7  	 01.36612  	 00.22785  	 -0.04628  	 -0185133 
793.8  	 01.33829  	 00.22066  	 -0.07183  	 -0287301 
793.9  	 01.29509  	 00.21102  	 -0.09639  	 -0385554 
794.0  	 01.23623  	 00.19906  	 -0.11964  	 -0478543 
794.1  	 01.16184  	 00.18494  	 -0.14124  	 -0564980 
794.2  	 01.07263  	 00.16884  	 -0.16091  	 -0643649 
794.3  	 00.96930  	 00.15101  	 -0.17836  	 -0713431 
794.4  	 00.85314  	 00.13168  	 -0.19333  	 -0773314 
794.5  	 00.72578  	 00.11112  	 -0.20560  	 -0822408 
794.6  	 00.58846  	 00.08962  	 -0.21499  	 -0859956 
794.7  	 00.44314  	 00.06748  	 -0.22134  	 -0885353 
794.8  	 00.29135  	 00.04503  	 -0.22454  	 -0898153 
794.9  	 00.13465  	 00.02258  	 -0.22452  	 -0898083 
795.0  	 -0.02541  	 00.00045  	 -0.22127  	 -0885063 
795.1  	 -0.18744  	 -0.02103  	 -0.21480  	 -0859209 
795.2  	 -0.35021  	 -0.04155  	 -0.20521  	 -0820852 
795.3  	 -0.51249  	 -0.06081  	 -0.19264  	 -0770544 
795.4  	 -0.67329  	 -0.07854  	 -0.17726  	 -0709051 
795.5  	 -0.83127  	 -0.09447  	 -0.15934  	 -0637357 
795.6  	 -0.98550  	 -0.10839  	 -0.13916  	 -0556653 
795.7  	 -1.13448  	 -0.12010  	 -0.11708  	 -0468325 
795.8  	 -1.27694  	 -0.12945  	 -0.09348  	 -0373921 
795.9  	 -1.41137  	 -0.13632  	 -0.06878  	 -0275125 
796.0  	 -1.53588  	 -0.14067  	 -0.04343  	 -0173727 
796.1  	 -1.64872  	 -0.14246  	 -0.01789  	 -0071578 
796.2  	 -1.74789  	 -0.14172  	 00.00736  	 00029454 
796.3  	 -1.83150  	 -0.13853  	 00.03188  	 00127520 
796.4  	 -1.89763  	 -0.13301  	 00.05521  	 00220840 
796.5  	 -1.94457  	 -0.12532  	 00.07693  	 00307731 
796.6  	 -1.97092  	 -0.11565  	 00.09666  	 00386650 
796.7  	 -1.97566  	 -0.10425  	 00.11406  	 00456231 
796.8  	 -1.95828  	 -0.09136  	 00.12883  	 00515301 
796.9  	 -1.91880  	 -0.07729  	 00.14073  	 00562917 
797.0  	 -1.85792  	 -0.06233  	 00.14959  	 00598375 
797.1  	 -1.77678  	 -0.04680  	 00.15531  	 00621229 
797.2  	 -1.67740  	 -0.03102  	 00.15783  	 00631302 
797.3  	 -1.56209  	 -0.01530  	 00.15717  	 00628676 
797.4  	 -1.43357  	 00.00004  	 00.15342  	 00613700 
797.5  	 -1.29513  	 00.01471  	 00.14674  	 00586977 
797.6  	 -1.14989  	 00.02845  	 00.13733  	 00549340 
797.7  	 -1.00130  	 00.04099  	 00.12546  	 00501825 
797.8  	 -0.85233  	 00.05214  	 00.11141  	 00445641 
797.9  	 -0.70578  	 00.06169  	 00.09553  	 00382132 
798.0  	 -0.56412  	 00.06951  	 00.07818  	 00312740 
798.1  	 -0.42891  	 00.07548  	 00.05974  	 00238958 
798.2  	 -0.30156  	 00.07954  	 00.04057  	 00162285 
798.3  	 -0.18258  	 00.08164  	 00.02105  	 00084194 
798.4  	 -0.07175  	 00.08180  	 00.00152  	 00006093 
798.5  	 00.03132  	 00.08003  	 -0.01768  	 -0070703 
798.6  	 00.12777  	 00.07640  	 -0.03625  	 -0144995 
798.7  	 00.21884  	 00.07101  	 -0.05393  	 -0215712 
798.8  	 00.30606  	 00.06396  	 -0.07048  	 -0281926 
798.9  	 00.39080  	 00.05539  	 -0.08571  	 -0342846 
799.0  	 00.47427  	 00.04545  	 -0.09945  	 -0397819 
799.1  	 00.55748  	 00.03429  	 -0.11158  	 -0446322 
799.2  	 00.64069  	 00.02209  	 -0.12199  	 -0487949 
799.3  	 00.72377  	 00.00903  	 -0.13060  	 -0522395 
799.4  	 00.80613  	 -0.00471  	 -0.13736  	 -0549441 
799.5  	 00.88631  	 -0.01893  	 -0.14224  	 -0568944 
799.6  	 00.96257  	 -0.03345  	 -0.14521  	 -0580820 
799.7  	 01.03251  	 -0.04808  	 -0.14626  	 -0585035 
799.8  	 01.09365  	 -0.06262  	 -0.14540  	 -0581588 
799.9  	 01.14319  	 -0.07688  	 -0.14263  	 -0570520 
800.0  	 01.17854  	 -0.09068  	 -0.13798  	 -0551901 
800.1  	 01.19724  	 -0.10382  	 -0.13146  	 -0525824 
800.2  	 01.19730  	 -0.11613  	 -0.12310  	 -0492418 
800.3  	 01.17742  	 -0.12743  	 -0.11296  	 -0451845 
800.4  	 01.13682  	 -0.13754  	 -0.10108  	 -0404309 
800.5  	 01.07577  	 -0.14629  	 -0.08752  	 -0350064 
800.6  	 00.99520  	 -0.15352  	 -0.07236  	 -0289424 
800.7  	 00.89706  	 -0.15909  	 -0.05569  	 -0222770 
800.8  	 00.78400  	 -0.16286  	 -0.03764  	 -0150559 
800.9  	 00.65923  	 -0.16469  	 -0.01834  	 -0073345 
801.0  	 00.52679  	 -0.16449  	 00.00206  	 00008223 
801.1  	 00.39084  	 -0.16215  	 00.02335  	 00093393 
801.2  	 00.25584  	 -0.15762  	 00.04533  	 00181304 
801.3  	 00.12598  	 -0.15084  	 00.06774  	 00270980 
801.4  	 00.00530  	 -0.14181  	 00.09034  	 00361348 
801.5  	 -0.10250  	 -0.13053  	 00.11281  	 00451240 
801.6  	 -0.19464  	 -0.11704  	 00.13485  	 00539409 
801.7  	 -0.26879  	 -0.10143  	 00.15614  	 00624545 
801.8  	 -0.32367  	 -0.08380  	 00.17632  	 00705298 
801.9  	 -0.35878  	 -0.06429  	 00.19507  	 00780300 
802.0  	 -0.37451  	 -0.04309  	 00.21205  	 00848196 
802.1  	 -0.37194  	 -0.02039  	 00.22692  	 00907668 
802.2  	 -0.35297  	 00.00354  	 00.23937  	 00957467 
802.3  	 -0.32002  	 00.02845  	 00.24911  	 00996436 
802.4  	 -0.27584  	 00.05404  	 00.25589  	 01023546 
802.5  	 -0.22347  	 00.07999  	 00.25948  	 01037928 
802.6  	 -0.16592  	 00.10596  	 00.25972  	 01038895 
802.7  	 -0.10617  	 00.13161  	 00.25649  	 01025965 
802.8  	 -0.04679  	 00.15658  	 00.24972  	 00998883 
802.9  	 00.01001  	 00.18053  	 00.23941  	 00957653 
803.0  	 00.06249  	 00.20309  	 00.22563  	 00902536 
803.1  	 00.10955  	 00.22394  	 00.20851  	 00834056 
803.2  	 00.15060  	 00.24276  	 00.18825  	 00752997 
803.3  	 00.18566  	 00.25927  	 00.16510  	 00660389 
803.4  	 00.21529  	 00.27321  	 00.13937  	 00557480 
803.5  	 00.24045  	 00.28435  	 00.11143  	 00445708 
803.6  	 00.26239  	 00.29252  	 00.08167  	 00326663 
803.7  	 00.28270  	 00.29757  	 00.05051  	 00202051 
803.8  	 00.30286  	 00.29941  	 00.01841  	 00073637 
803.9  	 00.32443  	 00.29799  	 -0.01420  	 -0056792 
804.0  	 00.34869  	 00.29331  	 -0.04687  	 -0187463 
804.1  	 00.37681  	 00.28539  	 -0.07916  	 -0316657 
804.2  	 00.40936  	 00.27432  	 -0.11069  	 -0442746 
804.3  	 00.44664  	 00.26022  	 -0.14105  	 -0564212 
804.4  	 00.48844  	 00.24322  	 -0.16991  	 -0679659 
804.5  	 00.53416  	 00.22353  	 -0.19696  	 -0787835 
804.6  	 00.58256  	 00.20134  	 -0.22191  	 -0887630 
804.7  	 00.63220  	 00.17689  	 -0.24452  	 -0978071 
804.8  	 00.68128  	 00.15043  	 -0.26458  	 -1058333 
804.9  	 00.72782  	 00.12223  	 -0.28193  	 -1127724 
805.0  	 00.76959  	 00.09259  	 -0.29642  	 -1185675 
805.1  	 00.80446  	 00.06180  	 -0.30794  	 -1231748 
805.2  	 00.83032  	 00.03016  	 -0.31641  	 -1265626 
805.3  	 00.84534  	 -0.00202  	 -0.32178  	 -1287101 
805.4  	 00.84790  	 -0.03442  	 -0.32402  	 -1296084 
805.5  	 00.83675  	 -0.06674  	 -0.32315  	 -1292606 
805.6  	 00.81107  	 -0.09866  	 -0.31920  	 -1276803 
805.7  	 00.77041  	 -0.12988  	 -0.31223  	 -1248929 
805.8  	 00.71488  	 -0.16011  	 -0.30234  	 -1209352 
805.9  	 00.64486  	 -0.18908  	 -0.28964  	 -1158544 
806.0  	 00.56129  	 -0.21650  	 -0.27427  	 -1097080 
806.1  	 00.46524  	 -0.24214  	 -0.25641  	 -1025626 
806.2  	 00.35833  	 -0.26577  	 -0.23623  	 -0944922 
806.3  	 00.24218  	 -0.28716  	 -0.21394  	 -0855769 
806.4  	 00.11841  	 -0.30614  	 -0.18975  	 -0759010 
806.5  	 -0.01100  	 -0.32252  	 -0.16388  	 -0655508 
806.6  	 -0.14446  	 -0.33618  	 -0.13653  	 -0546129 
806.7  	 -0.28026  	 -0.34697  	 -0.10793  	 -0431724 
806.8  	 -0.41689  	 -0.35480  	 -0.07828  	 -0313109 
806.9  	 -0.55331  	 -0.35958  	 -0.04777  	 -0191069 
807.0  	 -0.68820  	 -0.36123  	 -0.01658  	 -0066340 
807.0  	 -0.82100  	 -0.35972  	 00.01510  	 00060389 
807.1  	 -0.95081  	 -0.35501  	 00.04711  	 00188460 
807.2  	 -1.07733  	 -0.34708  	 00.07931  	 00317241 
807.3  	 -1.20019  	 -0.33593  	 00.11153  	 00446107 
807.4  	 -1.31886  	 -0.32157  	 00.14360  	 00574411 
807.5  	 -1.43306  	 -0.30403  	 00.17537  	 00701464 
807.6  	 -1.54224  	 -0.28337  	 00.20663  	 00826509 
807.7  	 -1.64578  	 -0.25965  	 00.23717  	 00948698 
807.8  	 -1.74285  	 -0.23298  	 00.26677  	 01067067 
807.9  	 -1.83224  	 -0.20346  	 00.29513  	 01180530 
808.0  	 -1.91272  	 -0.17127  	 00.32197  	 01287870 
808.1  	 -1.98258  	 -0.13657  	 00.34693  	 01387734 
808.2  	 -2.04010  	 -0.09961  	 00.36966  	 01478643 
808.3  	 -2.08334  	 -0.06063  	 00.38975  	 01559017 
808.4  	 -2.11023  	 -0.01995  	 00.40680  	 01627199 
808.5  	 -2.11885  	 00.02209  	 00.42037  	 01681496 
808.6  	 -2.10725  	 00.06509  	 00.43005  	 01720218 
808.7  	 -2.07376  	 00.10864  	 00.43543  	 01741739 
808.8  	 -2.01714  	 00.15225  	 00.43614  	 01744559 
808.9  	 -1.93647  	 00.19543  	 00.43184  	 01727358 
809.0  	 -1.83128  	 00.23766  	 00.42227  	 01689075 
809.1  	 -1.70195  	 00.27838  	 00.40724  	 01628967 
809.2  	 -1.54916  	 00.31705  	 00.38667  	 01546672 
809.3  	 -1.37424  	 00.35311  	 00.36057  	 01442273 
809.4  	 -1.17935  	 00.38602  	 00.32908  	 01316322 
809.5  	 -0.96689  	 00.41526  	 00.29247  	 01169874 
809.6  	 -0.74019  	 00.44038  	 00.25112  	 01004487 
809.7  	 -0.50239  	 00.46093  	 00.20555  	 00822201 
809.8  	 -0.25708  	 00.47657  	 00.15637  	 00625489 
809.9  	 -0.00837  	 00.48700  	 00.10430  	 00417192 
810.0  	 00.24023  	 00.49201  	 00.05011  	 00200442 
810.1  	 00.48468  	 00.49147  	 -0.00536  	 -0021449 
810.2  	 00.72162  	 00.48535  	 -0.06127  	 -0245086 
810.3  	 00.94804  	 00.47367  	 -0.11677  	 -0467085 
810.4  	 01.16089  	 00.45656  	 -0.17104  	 -0684174 
810.5  	 01.35803  	 00.43423  	 -0.22332  	 -0893269 
810.6  	 01.53744  	 00.40694  	 -0.27288  	 -1091536 
810.7  	 01.69776  	 00.37503  	 -0.31911  	 -1276427 
810.8  	 01.83824  	 00.33889  	 -0.36142  	 -1445698 
810.9  	 01.95821  	 00.29895  	 -0.39936  	 -1597425 
811.0  	 02.05763  	 00.25570  	 -0.43250  	 -1729997 
811.1  	 02.13669  	 00.20965  	 -0.46052  	 -1842094 
811.2  	 02.19590  	 00.16134  	 -0.48317  	 -1932685 
811.3  	 02.23596  	 00.11131  	 -0.50026  	 -2000000 
811.4  	 02.25767  	 00.06005  	 -0.51258  	 -2000000 
811.5  	 02.26197  	 00.00802  	 -0.52036  	 -2000000 
811.6  	 02.24983  	 -0.04426  	 -0.52275  	 -2000000 
811.7  	 02.22234  	 -0.09615  	 -0.51894  	 -2000000 
