Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
505.5  	 00.46090  	 00.14819  	 00.41562  	 01662491 
505.6  	 00.47352  	 00.18745  	 00.39257  	 01570291 
505.7  	 00.47694  	 00.22417  	 00.36720  	 01468812 
505.8  	 00.47163  	 00.25814  	 00.33969  	 01358752 
505.9  	 00.45822  	 00.28916  	 00.31026  	 01241023 
506.0  	 00.43733  	 00.31708  	 00.27918  	 01116738 
506.1  	 00.40952  	 00.34176  	 00.24679  	 00987178 
506.2  	 00.37541  	 00.36310  	 00.21344  	 00853746 
506.3  	 00.33549  	 00.38105  	 00.17948  	 00717929 
506.4  	 00.29026  	 00.39558  	 00.14531  	 00581247 
506.5  	 00.24007  	 00.40671  	 00.11130  	 00445210 
506.6  	 00.18533  	 00.41450  	 00.07782  	 00311276 
506.7  	 00.12635  	 00.41902  	 00.04520  	 00180811 
506.8  	 00.06352  	 00.42039  	 00.01376  	 00055060 
506.9  	 -0.00281  	 00.41877  	 -0.01622  	 -0064878 
507.0  	 -0.07223  	 00.41432  	 -0.04452  	 -0178068 
507.1  	 -0.14423  	 00.40722  	 -0.07094  	 -0283747 
507.2  	 -0.21821  	 00.39769  	 -0.09533  	 -0381326 
507.3  	 -0.29347  	 00.38593  	 -0.11760  	 -0470395 
507.4  	 -0.36918  	 00.37216  	 -0.13768  	 -0550709 
507.5  	 -0.44438  	 00.35661  	 -0.15554  	 -0622176 
507.6  	 -0.51807  	 00.33949  	 -0.17121  	 -0684848 
507.7  	 -0.58906  	 00.32102  	 -0.18473  	 -0738906 
507.8  	 -0.65609  	 00.30140  	 -0.19616  	 -0784641 
507.9  	 -0.71793  	 00.28084  	 -0.20561  	 -0822437 
508.0  	 -0.77335  	 00.25952  	 -0.21319  	 -0852757 
508.1  	 -0.82110  	 00.23762  	 -0.21903  	 -0876123 
508.2  	 -0.85996  	 00.21529  	 -0.22328  	 -0893103 
508.3  	 -0.88896  	 00.19268  	 -0.22607  	 -0904294 
508.4  	 -0.90719  	 00.16992  	 -0.22758  	 -0910308 
508.5  	 -0.91389  	 00.14713  	 -0.22794  	 -0911758 
508.6  	 -0.90862  	 00.12440  	 -0.22731  	 -0909245 
508.7  	 -0.89106  	 00.10182  	 -0.22584  	 -0903346 
508.8  	 -0.86122  	 00.07945  	 -0.22365  	 -0894603 
508.9  	 -0.81926  	 00.05736  	 -0.22088  	 -0883514 
509.0  	 -0.76565  	 00.03560  	 -0.21763  	 -0870527 
509.1  	 -0.70111  	 00.01420  	 -0.21401  	 -0856031 
509.2  	 -0.62649  	 -0.00681  	 -0.21009  	 -0840346 
509.3  	 -0.54292  	 -0.02740  	 -0.20593  	 -0823726 
509.4  	 -0.45172  	 -0.04756  	 -0.20159  	 -0806355 
509.5  	 -0.35421  	 -0.06727  	 -0.19708  	 -0788338 
509.6  	 -0.25198  	 -0.08651  	 -0.19243  	 -0769714 
509.7  	 -0.14661  	 -0.10527  	 -0.18761  	 -0750448 
509.8  	 -0.03976  	 -0.12354  	 -0.18261  	 -0730439 
509.9  	 00.06686  	 -0.14127  	 -0.17738  	 -0709527 
510.0  	 00.17162  	 -0.15846  	 -0.17187  	 -0687500 
510.1  	 00.27295  	 -0.17506  	 -0.16602  	 -0664097 
510.2  	 00.36924  	 -0.19104  	 -0.15976  	 -0639025 
510.3  	 00.45907  	 -0.20634  	 -0.15299  	 -0611958 
510.4  	 00.54102  	 -0.22090  	 -0.14564  	 -0582561 
510.5  	 00.61404  	 -0.23466  	 -0.13762  	 -0550496 
510.6  	 00.67704  	 -0.24755  	 -0.12886  	 -0515431 
510.7  	 00.72920  	 -0.25948  	 -0.11926  	 -0477052 
510.8  	 00.76989  	 -0.27035  	 -0.10877  	 -0435076 
510.9  	 00.79860  	 -0.28009  	 -0.09731  	 -0389259 
511.0  	 00.81523  	 -0.28857  	 -0.08485  	 -0339407 
511.1  	 00.81974  	 -0.29570  	 -0.07134  	 -0285378 
511.2  	 00.81235  	 -0.30138  	 -0.05678  	 -0227101 
511.3  	 00.79358  	 -0.30550  	 -0.04114  	 -0164575 
511.4  	 00.76401  	 -0.30794  	 -0.02447  	 -0097877 
511.5  	 00.72444  	 -0.30862  	 -0.00679  	 -0027170 
511.6  	 00.67593  	 -0.30744  	 00.01182  	 00047288 
511.7  	 00.61958  	 -0.30431  	 00.03129  	 00125152 
511.8  	 00.55659  	 -0.29916  	 00.05149  	 00205978 
511.9  	 00.48830  	 -0.29193  	 00.07231  	 00289229 
512.0  	 00.41601  	 -0.28257  	 00.09357  	 00374272 
512.1  	 00.34105  	 -0.27107  	 00.11510  	 00460383 
512.2  	 00.26482  	 -0.25740  	 00.13669  	 00546758 
512.3  	 00.18857  	 -0.24158  	 00.15813  	 00632514 
512.4  	 00.11347  	 -0.22367  	 00.17917  	 00716695 
512.5  	 00.04079  	 -0.20371  	 00.19957  	 00798292 
512.6  	 -0.02849  	 -0.18180  	 00.21906  	 00876255 
512.7  	 -0.09326  	 -0.15806  	 00.23738  	 00949509 
512.8  	 -0.15269  	 -0.13264  	 00.25424  	 01016967 
512.9  	 -0.20594  	 -0.10570  	 00.26939  	 01077550 
513.0  	 -0.25217  	 -0.07745  	 00.28255  	 01130207 
513.1  	 -0.29076  	 -0.04810  	 00.29348  	 01173936 
513.2  	 -0.32103  	 -0.01790  	 00.30195  	 01207802 
513.3  	 -0.34239  	 00.01287  	 00.30774  	 01230959 
513.4  	 -0.35439  	 00.04394  	 00.31067  	 01242675 
513.5  	 -0.35661  	 00.07500  	 00.31059  	 01242349 
513.6  	 -0.34872  	 00.10573  	 00.30738  	 01229531 
513.7  	 -0.33061  	 00.13583  	 00.30099  	 01203941 
513.8  	 -0.30225  	 00.16497  	 00.29137  	 01165487 
513.9  	 -0.26381  	 00.19283  	 00.27857  	 01114275 
514.0  	 -0.21577  	 00.21909  	 00.26265  	 01050612 
514.1  	 -0.15868  	 00.24347  	 00.24375  	 00975017 
514.2  	 -0.09360  	 00.26567  	 00.22205  	 00888210 
514.3  	 -0.02164  	 00.28545  	 00.19778  	 00791106 
514.4  	 00.05580  	 00.30257  	 00.17120  	 00684806 
514.5  	 00.13690  	 00.31684  	 00.14264  	 00570577 
514.6  	 00.21984  	 00.32808  	 00.11245  	 00449819 
514.7  	 00.30246  	 00.33618  	 00.08101  	 00324047 
514.8  	 00.38263  	 00.34105  	 00.04871  	 00194855 
514.9  	 00.45823  	 00.34265  	 00.01597  	 00063880 
515.0  	 00.52703  	 00.34097  	 -0.01681  	 -0067228 
515.1  	 00.58717  	 00.33605  	 -0.04921  	 -0196839 
515.2  	 00.63685  	 00.32796  	 -0.08084  	 -0323375 
515.3  	 00.67468  	 00.31683  	 -0.11133  	 -0445334 
515.4  	 00.69969  	 00.30280  	 -0.14033  	 -0561314 
515.5  	 00.71125  	 00.28605  	 -0.16751  	 -0670030 
515.6  	 00.70927  	 00.26679  	 -0.19258  	 -0770324 
515.7  	 00.69411  	 00.24526  	 -0.21529  	 -0861170 
515.8  	 00.66658  	 00.22172  	 -0.23542  	 -0941691 
515.9  	 00.62785  	 00.19644  	 -0.25279  	 -1011146 
516.0  	 00.57957  	 00.16972  	 -0.26723  	 -1068936 
516.1  	 00.52348  	 00.14185  	 -0.27865  	 -1114604 
516.2  	 00.46167  	 00.11316  	 -0.28696  	 -1147827 
516.3  	 00.39603  	 00.08394  	 -0.29210  	 -1168415 
516.4  	 00.32860  	 00.05454  	 -0.29408  	 -1176320 
516.5  	 00.26125  	 00.02525  	 -0.29291  	 -1171629 
516.6  	 00.19548  	 -0.00362  	 -0.28864  	 -1154566 
516.7  	 00.13267  	 -0.03176  	 -0.28137  	 -1125493 
516.8  	 00.07365  	 -0.05888  	 -0.27123  	 -1084911 
516.9  	 00.01896  	 -0.08471  	 -0.25836  	 -1033458 
517.0  	 -0.03119  	 -0.10901  	 -0.24298  	 -0971906 
517.1  	 -0.07705  	 -0.13154  	 -0.22529  	 -0901160 
517.2  	 -0.11905  	 -0.15210  	 -0.20556  	 -0822238 
517.3  	 -0.15785  	 -0.17050  	 -0.18407  	 -0736264 
517.4  	 -0.19436  	 -0.18662  	 -0.16111  	 -0644457 
517.5  	 -0.22940  	 -0.20032  	 -0.13703  	 -0548104 
517.6  	 -0.26382  	 -0.21153  	 -0.11214  	 -0448541 
517.7  	 -0.29827  	 -0.22021  	 -0.08678  	 -0347128 
517.8  	 -0.33334  	 -0.22634  	 -0.06131  	 -0245228 
517.9  	 -0.36929  	 -0.22994  	 -0.03604  	 -0144173 
518.0  	 -0.40613  	 -0.23108  	 -0.01131  	 -0045243 
518.1  	 -0.44371  	 -0.22982  	 00.01259  	 00050358 
518.2  	 -0.48157  	 -0.22628  	 00.03538  	 00141527 
518.3  	 -0.51905  	 -0.22060  	 00.05682  	 00227276 
518.4  	 -0.55553  	 -0.21293  	 00.07669  	 00306758 
518.5  	 -0.59022  	 -0.20345  	 00.09482  	 00379266 
518.6  	 -0.62247  	 -0.19234  	 00.11106  	 00444251 
518.7  	 -0.65165  	 -0.17981  	 00.12533  	 00501329 
518.8  	 -0.67746  	 -0.16605  	 00.13757  	 00550275 
518.9  	 -0.69976  	 -0.15127  	 00.14776  	 00591022 
519.0  	 -0.71862  	 -0.13568  	 00.15591  	 00623657 
519.1  	 -0.73449  	 -0.11947  	 00.16210  	 00648405 
519.2  	 -0.74793  	 -0.10283  	 00.16640  	 00665614 
519.3  	 -0.75971  	 -0.08594  	 00.16893  	 00675732 
519.4  	 -0.77072  	 -0.06896  	 00.16982  	 00679290 
519.5  	 -0.78184  	 -0.05203  	 00.16922  	 00676870 
519.6  	 -0.79375  	 -0.03531  	 00.16727  	 00669086 
519.7  	 -0.80703  	 -0.01889  	 00.16414  	 00656555 
519.8  	 -0.82193  	 -0.00290  	 00.15997  	 00639869 
519.9  	 -0.83828  	 00.01259  	 00.15489  	 00619577 
520.0  	 -0.85550  	 00.02750  	 00.14904  	 00596158 
520.1  	 -0.87253  	 00.04175  	 00.14250  	 00570013 
520.2  	 -0.88792  	 00.05528  	 00.13536  	 00541457 
520.3  	 -0.89979  	 00.06805  	 00.12768  	 00510708 
520.4  	 -0.90603  	 00.08000  	 00.11948  	 00477902 
520.5  	 -0.90427  	 00.09108  	 00.11077  	 00443090 
520.6  	 -0.89214  	 00.10123  	 00.10157  	 00406264 
520.7  	 -0.86741  	 00.11042  	 00.09184  	 00367366 
520.8  	 -0.82821  	 00.11857  	 00.08158  	 00326317 
520.9  	 -0.77293  	 00.12565  	 00.07076  	 00283036 
521.0  	 -0.70073  	 00.13159  	 00.05937  	 00237467 
521.1  	 -0.61134  	 00.13633  	 00.04740  	 00189603 
521.2  	 -0.50540  	 00.13981  	 00.03488  	 00139502 
521.3  	 -0.38414  	 00.14200  	 00.02183  	 00087308 
521.4  	 -0.24961  	 00.14283  	 00.00832  	 00033266 
521.5  	 -0.10475  	 00.14227  	 -0.00557  	 -0022277 
521.6  	 00.04728  	 00.14030  	 -0.01972  	 -0078867 
521.7  	 00.20250  	 00.13690  	 -0.03399  	 -0135951 
521.8  	 00.35698  	 00.13208  	 -0.04822  	 -0192888 
521.9  	 00.50680  	 00.12585  	 -0.06224  	 -0248965 
522.0  	 00.64787  	 00.11827  	 -0.07585  	 -0303418 
522.1  	 00.77692  	 00.10938  	 -0.08886  	 -0355456 
522.2  	 00.89076  	 00.09928  	 -0.10107  	 -0404292 
522.3  	 00.98733  	 00.08805  	 -0.11229  	 -0449161 
522.4  	 01.06521  	 00.07581  	 -0.12234  	 -0489350 
522.5  	 01.12374  	 00.06271  	 -0.13105  	 -0524219 
522.6  	 01.16329  	 00.04888  	 -0.13831  	 -0553224 
522.7  	 01.18492  	 00.03448  	 -0.14398  	 -0575923 
522.8  	 01.19053  	 00.01968  	 -0.14800  	 -0591996 
522.9  	 01.18253  	 00.00465  	 -0.15031  	 -0601248 
523.0  	 01.16370  	 -0.01044  	 -0.15090  	 -0603605 
523.1  	 01.13709  	 -0.02542  	 -0.14978  	 -0599117 
523.2  	 01.10575  	 -0.04012  	 -0.14699  	 -0587943 
523.3  	 01.07252  	 -0.05438  	 -0.14259  	 -0570344 
523.4  	 01.03981  	 -0.06804  	 -0.13667  	 -0546670 
523.5  	 01.00964  	 -0.08098  	 -0.12933  	 -0517340 
523.6  	 00.98331  	 -0.09305  	 -0.12071  	 -0482822 
523.7  	 00.96141  	 -0.10414  	 -0.11090  	 -0443618 
523.8  	 00.94386  	 -0.11414  	 -0.10006  	 -0400242 
523.9  	 00.92984  	 -0.12297  	 -0.08830  	 -0353207 
524.0  	 00.91800  	 -0.13055  	 -0.07575  	 -0303002 
524.1  	 00.90640  	 -0.13680  	 -0.06252  	 -0250082 
524.2  	 00.89285  	 -0.14167  	 -0.04872  	 -0194863 
524.3  	 00.87490  	 -0.14512  	 -0.03443  	 -0137705 
524.4  	 00.85012  	 -0.14709  	 -0.01973  	 -0078927 
524.5  	 00.81635  	 -0.14756  	 -0.00470  	 -0018799 
524.6  	 00.77152  	 -0.14650  	 00.01061  	 00042444 
524.7  	 00.71427  	 -0.14388  	 00.02615  	 00104598 
524.8  	 00.64368  	 -0.13970  	 00.04187  	 00167471 
524.9  	 00.55943  	 -0.13393  	 00.05771  	 00230857 
525.0  	 00.46197  	 -0.12656  	 00.07363  	 00294530 
525.1  	 00.35225  	 -0.11761  	 00.08955  	 00358216 
525.2  	 00.23203  	 -0.10707  	 00.10539  	 00421577 
525.3  	 00.10340  	 -0.09496  	 00.12105  	 00484193 
525.4  	 -0.03118  	 -0.08132  	 00.13639  	 00545548 
525.5  	 -0.16871  	 -0.06620  	 00.15126  	 00605024 
525.6  	 -0.30637  	 -0.04965  	 00.16547  	 00661893 
525.7  	 -0.44095  	 -0.03177  	 00.17883  	 00715328 
525.8  	 -0.56966  	 -0.01266  	 00.19110  	 00764403 
525.9  	 -0.68987  	 00.00755  	 00.20203  	 00808119 
526.0  	 -0.79911  	 00.02868  	 00.21135  	 00845415 
526.1  	 -0.89551  	 00.05056  	 00.21880  	 00875207 
526.2  	 -0.97742  	 00.07297  	 00.22410  	 00896410 
526.3  	 -1.04378  	 00.09567  	 00.22699  	 00907979 
526.4  	 -1.09402  	 00.11839  	 00.22724  	 00908950 
526.5  	 -1.12781  	 00.14086  	 00.22462  	 00898475 
526.6  	 -1.14539  	 00.16275  	 00.21897  	 00875865 
526.7  	 -1.14726  	 00.18377  	 00.21016  	 00840630 
526.8  	 -1.13417  	 00.20358  	 00.19813  	 00792500 
526.9  	 -1.10715  	 00.22187  	 00.18287  	 00731472 
527.0  	 -1.06738  	 00.23831  	 00.16445  	 00657809 
527.1  	 -1.01607  	 00.25261  	 00.14302  	 00572063 
527.2  	 -0.95459  	 00.26449  	 00.11877  	 00475069 
527.3  	 -0.88428  	 00.27369  	 00.09198  	 00367933 
527.4  	 -0.80640  	 00.27999  	 00.06300  	 00252017 
527.5  	 -0.72231  	 00.28321  	 00.03222  	 00128900 
527.6  	 -0.63311  	 00.28322  	 00.00008  	 00000337 
527.7  	 -0.54010  	 00.27993  	 -0.03295  	 -0131786 
527.8  	 -0.44429  	 00.27329  	 -0.06638  	 -0265508 
527.9  	 -0.34658  	 00.26332  	 -0.09971  	 -0398831 
528.0  	 -0.24805  	 00.25007  	 -0.13245  	 -0529786 
528.1  	 -0.14939  	 00.23366  	 -0.16412  	 -0656472 
528.2  	 -0.05150  	 00.21423  	 -0.19427  	 -0777099 
528.3  	 00.04495  	 00.19198  	 -0.22250  	 -0890018 
528.4  	 00.13943  	 00.16714  	 -0.24844  	 -0993741 
528.5  	 00.23119  	 00.13997  	 -0.27174  	 -1086962 
528.6  	 00.31984  	 00.11075  	 -0.29214  	 -1168568 
528.7  	 00.40475  	 00.07981  	 -0.30941  	 -1237645 
528.8  	 00.48548  	 00.04747  	 -0.32337  	 -1293479 
528.9  	 00.56159  	 00.01409  	 -0.33389  	 -1335543 
529.0  	 00.63248  	 -0.02000  	 -0.34088  	 -1363501 
529.1  	 00.69766  	 -0.05443  	 -0.34430  	 -1377205 
529.2  	 00.75649  	 -0.08885  	 -0.34417  	 -1376677 
529.3  	 00.80825  	 -0.12290  	 -0.34053  	 -1362105 
529.4  	 00.85232  	 -0.15625  	 -0.33346  	 -1333842 
529.5  	 00.88775  	 -0.18856  	 -0.32310  	 -1292389 
529.6  	 00.91374  	 -0.21952  	 -0.30960  	 -1238383 
529.7  	 00.92933  	 -0.24883  	 -0.29315  	 -1172585 
529.8  	 00.93364  	 -0.27623  	 -0.27396  	 -1095859 
529.9  	 00.92578  	 -0.30146  	 -0.25229  	 -1009157 
530.0  	 00.90496  	 -0.32429  	 -0.22837  	 -0913485 
530.1  	 00.87058  	 -0.34454  	 -0.20247  	 -0809886 
530.2  	 00.82224  	 -0.36203  	 -0.17485  	 -0699407 
530.3  	 00.75982  	 -0.37660  	 -0.14577  	 -0583075 
530.4  	 00.68343  	 -0.38815  	 -0.11547  	 -0461876 
530.5  	 00.59371  	 -0.39657  	 -0.08418  	 -0336730 
530.6  	 00.49155  	 -0.40178  	 -0.05212  	 -0208480 
530.7  	 00.37833  	 -0.40373  	 -0.01947  	 -0077881 
530.8  	 00.25573  	 -0.40237  	 00.01360  	 00054396 
530.9  	 00.12571  	 -0.39767  	 00.04694  	 00187750 
531.0  	 -0.00927  	 -0.38963  	 00.08041  	 00321642 
531.1  	 -0.14682  	 -0.37824  	 00.11389  	 00455571 
531.2  	 -0.28417  	 -0.36352  	 00.14726  	 00589041 
531.3  	 -0.41873  	 -0.34548  	 00.18038  	 00721539 
531.4  	 -0.54801  	 -0.32417  	 00.21312  	 00852489 
531.5  	 -0.66949  	 -0.29964  	 00.24531  	 00981233 
531.6  	 -0.78120  	 -0.27196  	 00.27675  	 01107000 
531.7  	 -0.88124  	 -0.24124  	 00.30722  	 01228882 
531.8  	 -0.96835  	 -0.20759  	 00.33645  	 01345817 
531.9  	 -1.04163  	 -0.17118  	 00.36415  	 01456582 
532.0  	 -1.10057  	 -0.13218  	 00.38995  	 01559791 
532.1  	 -1.14506  	 -0.09084  	 00.41348  	 01653900 
532.2  	 -1.17543  	 -0.04741  	 00.43431  	 01737233 
532.3  	 -1.19225  	 -0.00221  	 00.45200  	 01808003 
532.4  	 -1.19637  	 00.04440  	 00.46609  	 01864357 
532.5  	 -1.18872  	 00.09201  	 00.47610  	 01904419 
532.6  	 -1.17028  	 00.14017  	 00.48159  	 01926354 
532.7  	 -1.14200  	 00.18838  	 00.48211  	 01928438 
532.8  	 -1.10476  	 00.23611  	 00.47728  	 01909120 
532.9  	 -1.05914  	 00.28279  	 00.46678  	 01867115 
533.0  	 -1.00575  	 00.32783  	 00.45037  	 01801471 
533.1  	 -0.94482  	 00.37062  	 00.42791  	 01711653 
533.2  	 -0.87657  	 00.41056  	 00.39940  	 01597598 
533.3  	 -0.80101  	 00.44705  	 00.36494  	 01459771 
533.4  	 -0.71808  	 00.47953  	 00.32480  	 01299198 
533.5  	 -0.62790  	 00.50747  	 00.27937  	 01117471 
533.6  	 -0.53051  	 00.53039  	 00.22918  	 00916728 
533.7  	 -0.42641  	 00.54788  	 00.17490  	 00699611 
533.8  	 -0.31614  	 00.55961  	 00.11730  	 00469184 
533.9  	 -0.20063  	 00.56533  	 00.05721  	 00228856 
534.0  	 -0.08136  	 00.56488  	 -0.00444  	 -0017741 
534.1  	 00.04012  	 00.55821  	 -0.06672  	 -0266863 
534.2  	 00.16163  	 00.54534  	 -0.12869  	 -0514768 
534.3  	 00.28085  	 00.52640  	 -0.18946  	 -0757822 
534.4  	 00.39540  	 00.50158  	 -0.24815  	 -0992588 
534.5  	 00.50249  	 00.47119  	 -0.30397  	 -1215887 
534.6  	 00.59969  	 00.43556  	 -0.35621  	 -1424843 
534.7  	 00.68449  	 00.39514  	 -0.40423  	 -1616912 
534.8  	 00.75492  	 00.35040  	 -0.44747  	 -1789875 
534.9  	 00.80936  	 00.30185  	 -0.48546  	 -1941824 
535.0  	 00.84668  	 00.25001  	 -0.51845  	 -2000000 
535.1  	 00.86648  	 00.19507  	 -0.54934  	 -2000000 
535.2  	 00.86898  	 00.13717  	 -0.57904  	 -1899689 
535.3  	 00.85503  	 00.07638  	 -0.60788  	 -1809554 
535.4  	 00.82614  	 00.01298  	 -0.63394  	 -1735178 
535.5  	 00.78446  	 -0.05253  	 -0.65514  	 -1679025 
535.6  	 00.73245  	 -0.11947  	 -0.66937  	 -1643347 
535.7  	 00.67301  	 -0.18692  	 -0.67449  	 -1630858 
535.8  	 00.60919  	 -0.25376  	 -0.66844  	 -1645617 
535.9  	 00.54395  	 -0.31868  	 -0.64918  	 -1694434 
536.0  	 00.48034  	 -0.38014  	 -0.61466  	 -1789593 
536.1  	 00.42087  	 -0.43640  	 -0.56260  	 -1955219 
536.2  	 00.36787  	 -0.48575  	 -0.49342  	 -1973693 
536.3  	 00.32302  	 -0.52758  	 -0.41838  	 -1673523 
536.4  	 00.28747  	 -0.56193  	 -0.34347  	 -1373891 
536.5  	 00.26192  	 -0.58890  	 -0.26972  	 -1078872 
536.6  	 00.24630  	 -0.60871  	 -0.19802  	 -0792090 
536.7  	 00.24023  	 -0.62162  	 -0.12916  	 -0516641 
536.8  	 00.24281  	 -0.62800  	 -0.06377  	 -0255065 
536.9  	 00.25277  	 -0.62823  	 -0.00233  	 -0009339 
537.0  	 00.26869  	 -0.62275  	 00.05478  	 00219112 
537.1  	 00.28906  	 -0.61202  	 00.10735  	 00429385 
537.2  	 00.31229  	 -0.59649  	 00.15526  	 00621037 
537.3  	 00.33706  	 -0.57664  	 00.19851  	 00794026 
537.4  	 00.36215  	 -0.55293  	 00.23716  	 00948639 
537.5  	 00.38661  	 -0.52579  	 00.27136  	 01085427 
537.6  	 00.40980  	 -0.49566  	 00.30128  	 01205131 
537.7  	 00.43128  	 -0.46295  	 00.32716  	 01308621 
537.8  	 00.45095  	 -0.42803  	 00.34921  	 01396834 
537.9  	 00.46883  	 -0.39126  	 00.36768  	 01470725 
538.0  	 00.48511  	 -0.35298  	 00.38281  	 01531232 
538.1  	 00.49998  	 -0.31350  	 00.39481  	 01579238 
538.2  	 00.51359  	 -0.27311  	 00.40389  	 01615563 
538.3  	 00.52596  	 -0.23208  	 00.41024  	 01640941 
538.4  	 00.53693  	 -0.19068  	 00.41400  	 01656018 
538.5  	 00.54612  	 -0.14915  	 00.41534  	 01661364 
538.6  	 00.55286  	 -0.10771  	 00.41437  	 01657473 
538.7  	 00.55636  	 -0.06659  	 00.41119  	 01644774 
538.8  	 00.55549  	 -0.02600  	 00.40591  	 01623653 
538.9  	 00.54899  	 00.01386  	 00.39861  	 01594459 
539.0  	 00.53569  	 00.05280  	 00.38938  	 01557524 
539.1  	 00.51424  	 00.09063  	 00.37829  	 01513171 
539.2  	 00.48359  	 00.12717  	 00.36543  	 01461733 
539.3  	 00.44286  	 00.16226  	 00.35089  	 01403553 
539.4  	 00.39146  	 00.19573  	 00.33475  	 01338999 
539.5  	 00.32935  	 00.22745  	 00.31712  	 01268461 
539.6  	 00.25674  	 00.25725  	 00.29809  	 01192357 
539.7  	 00.17455  	 00.28503  	 00.27778  	 01111129 
539.8  	 00.08400  	 00.31066  	 00.25631  	 01025238 
539.9  	 -0.01325  	 00.33404  	 00.23379  	 00935159 
540.0  	 -0.11494  	 00.35508  	 00.21034  	 00841372 
540.1  	 -0.21885  	 00.37369  	 00.18609  	 00744359 
540.2  	 -0.32225  	 00.38980  	 00.16115  	 00644598 
540.3  	 -0.42256  	 00.40336  	 00.13564  	 00542546 
540.4  	 -0.51723  	 00.41433  	 00.10966  	 00438642 
540.5  	 -0.60379  	 00.42266  	 00.08332  	 00333296 
540.6  	 -0.68019  	 00.42834  	 00.05672  	 00226896 
540.7  	 -0.74458  	 00.43133  	 00.02995  	 00119798 
540.8  	 -0.79579  	 00.43164  	 00.00308  	 00012335 
540.9  	 -0.83304  	 00.42926  	 -0.02379  	 -0095179 
541.0  	 -0.85608  	 00.42420  	 -0.05061  	 -0202442 
541.1  	 -0.86515  	 00.41647  	 -0.07729  	 -0309148 
541.2  	 -0.86106  	 00.40609  	 -0.10375  	 -0414985 
541.3  	 -0.84493  	 00.39310  	 -0.12990  	 -0519612 
541.4  	 -0.81830  	 00.37754  	 -0.15566  	 -0622654 
541.5  	 -0.78303  	 00.35945  	 -0.18092  	 -0723682 
541.6  	 -0.74101  	 00.33889  	 -0.20555  	 -0822202 
541.7  	 -0.69441  	 00.31595  	 -0.22941  	 -0917648 
541.8  	 -0.64528  	 00.29072  	 -0.25234  	 -1009375 
541.9  	 -0.59549  	 00.26330  	 -0.27417  	 -1096661 
542.0  	 -0.54706  	 00.23383  	 -0.29468  	 -1178701 
542.1  	 -0.50147  	 00.20247  	 -0.31366  	 -1254623 
542.2  	 -0.46022  	 00.16938  	 -0.33087  	 -1323500 
542.3  	 -0.42436  	 00.13477  	 -0.34609  	 -1384365 
542.4  	 -0.39476  	 00.09886  	 -0.35906  	 -1436238 
542.5  	 -0.37200  	 00.06191  	 -0.36954  	 -1478151 
542.6  	 -0.35633  	 00.02418  	 -0.37729  	 -1509178 
542.7  	 -0.34780  	 -0.01403  	 -0.38212  	 -1528468 
542.8  	 -0.34618  	 -0.05241  	 -0.38382  	 -1535270 
542.9  	 -0.35106  	 -0.09064  	 -0.38224  	 -1528970 
543.0  	 -0.36177  	 -0.12837  	 -0.37728  	 -1509119 
543.1  	 -0.37757  	 -0.16525  	 -0.36886  	 -1475455 
543.2  	 -0.39749  	 -0.20095  	 -0.35698  	 -1427922 
543.3  	 -0.42042  	 -0.23512  	 -0.34167  	 -1366684 
543.4  	 -0.44522  	 -0.26742  	 -0.32303  	 -1292129 
543.5  	 -0.47069  	 -0.29754  	 -0.30122  	 -1204866 
543.6  	 -0.49551  	 -0.32519  	 -0.27643  	 -1105719 
543.7  	 -0.51842  	 -0.35008  	 -0.24893  	 -0995703 
543.8  	 -0.53812  	 -0.37198  	 -0.21900  	 -0876006 
543.9  	 -0.55342  	 -0.39068  	 -0.18699  	 -0747957 
544.0  	 -0.56326  	 -0.40600  	 -0.15325  	 -0612995 
544.1  	 -0.56674  	 -0.41782  	 -0.11816  	 -0472638 
544.2  	 -0.56305  	 -0.42603  	 -0.08211  	 -0328445 
544.3  	 -0.55177  	 -0.43058  	 -0.04550  	 -0181980 
544.4  	 -0.53252  	 -0.43145  	 -0.00870  	 -0034792 
544.5  	 -0.50535  	 -0.42866  	 00.02791  	 00111621 
544.6  	 -0.47053  	 -0.42226  	 00.06396  	 00255821 
544.7  	 -0.42855  	 -0.41235  	 00.09911  	 00396455 
544.8  	 -0.38016  	 -0.39904  	 00.13306  	 00532256 
544.9  	 -0.32628  	 -0.38249  	 00.16551  	 00662053 
545.0  	 -0.26803  	 -0.36287  	 00.19619  	 00784765 
545.1  	 -0.20650  	 -0.34039  	 00.22485  	 00899404 
545.2  	 -0.14291  	 -0.31526  	 00.25127  	 01005065 
545.3  	 -0.07831  	 -0.28774  	 00.27523  	 01100920 
545.4  	 -0.01365  	 -0.25808  	 00.29655  	 01186212 
545.5  	 00.05021  	 -0.22658  	 00.31506  	 01260256 
545.6  	 00.11273  	 -0.19352  	 00.33061  	 01322429 
545.7  	 00.17358  	 -0.15921  	 00.34305  	 01372185 
545.8  	 00.23270  	 -0.12399  	 00.35226  	 01409053 
545.9  	 00.29030  	 -0.08817  	 00.35816  	 01432646 
546.0  	 00.34676  	 -0.05210  	 00.36067  	 01442679 
546.1  	 00.40270  	 -0.01613  	 00.35974  	 01438980 
546.2  	 00.45869  	 00.01941  	 00.35538  	 01421514 
