Etat de mer (9s ; 3m); Stratégie: amortissement avec écrêtage. 
Production sur 1000 s, Echantillonnage : 100 ms 
 
t (s) 	 Eta (m) 	 Theta (rad) 	 Omega (rad/s) 	 C (N.m) 
495.2  	 01.25487  	 -0.21581  	 00.05383  	 00215308 
495.3  	 01.26619  	 -0.20941  	 00.06404  	 00256156 
495.4  	 01.26847  	 -0.20201  	 00.07396  	 00295850 
495.5  	 01.25954  	 -0.19365  	 00.08363  	 00334537 
495.6  	 01.23724  	 -0.18434  	 00.09310  	 00372397 
495.7  	 01.19955  	 -0.17410  	 00.10241  	 00409628 
495.8  	 01.14492  	 -0.16294  	 00.11161  	 00446435 
495.9  	 01.07224  	 -0.15086  	 00.12075  	 00483011 
496.0  	 00.98099  	 -0.13788  	 00.12988  	 00519516 
496.1  	 00.87143  	 -0.12398  	 00.13902  	 00556060 
496.2  	 00.74460  	 -0.10916  	 00.14817  	 00592691 
496.3  	 00.60223  	 -0.09342  	 00.15734  	 00629378 
496.4  	 00.44681  	 -0.07677  	 00.16650  	 00665996 
496.5  	 00.28127  	 -0.05922  	 00.17558  	 00702316 
496.6  	 00.10915  	 -0.04077  	 00.18450  	 00737999 
496.7  	 -0.06574  	 -0.02145  	 00.19315  	 00772597 
496.8  	 -0.23952  	 -0.00131  	 00.20139  	 00805549 
496.9  	 -0.40826  	 00.01959  	 00.20905  	 00836195 
497.0  	 -0.56847  	 00.04119  	 00.21595  	 00863785 
497.1  	 -0.71687  	 00.06337  	 00.22187  	 00887493 
497.2  	 -0.85076  	 00.08604  	 00.22661  	 00906440 
497.3  	 -0.96806  	 00.10903  	 00.22993  	 00919716 
497.4  	 -1.06726  	 00.13219  	 00.23160  	 00926404 
497.5  	 -1.14765  	 00.15533  	 00.23140  	 00925606 
497.6  	 -1.20907  	 00.17824  	 00.22912  	 00916474 
497.7  	 -1.25193  	 00.20070  	 00.22456  	 00898235 
497.8  	 -1.27709  	 00.22245  	 00.21755  	 00870218 
497.9  	 -1.28579  	 00.24325  	 00.20797  	 00831882 
498.0  	 -1.27949  	 00.26282  	 00.19571  	 00782840 
498.1  	 -1.25976  	 00.28089  	 00.18072  	 00722879 
498.2  	 -1.22805  	 00.29719  	 00.16299  	 00651977 
498.3  	 -1.18583  	 00.31145  	 00.14258  	 00570319 
498.4  	 -1.13429  	 00.32341  	 00.11957  	 00478295 
498.5  	 -1.07440  	 00.33282  	 00.09413  	 00376510 
498.6  	 -1.00682  	 00.33946  	 00.06645  	 00265782 
498.7  	 -0.93210  	 00.34314  	 00.03678  	 00147126 
498.8  	 -0.85042  	 00.34369  	 00.00543  	 00021739 
498.9  	 -0.76197  	 00.34096  	 -0.02726  	 -0109021 
499.0  	 -0.66682  	 00.33487  	 -0.06091  	 -0243652 
499.1  	 -0.56506  	 00.32536  	 -0.09514  	 -0380542 
499.2  	 -0.45695  	 00.31241  	 -0.12950  	 -0518002 
499.3  	 -0.34293  	 00.29605  	 -0.16357  	 -0654288 
499.4  	 -0.22380  	 00.27636  	 -0.19691  	 -0787638 
499.5  	 -0.10047  	 00.25345  	 -0.22907  	 -0916298 
499.6  	 00.02565  	 00.22749  	 -0.25964  	 -1038551 
499.7  	 00.15289  	 00.19867  	 -0.28819  	 -1152741 
499.8  	 00.27929  	 00.16724  	 -0.31432  	 -1257298 
499.9  	 00.40265  	 00.13347  	 -0.33769  	 -1350758 
500.0  	 00.52076  	 00.09767  	 -0.35795  	 -1431783 
500.1  	 00.63123  	 00.06019  	 -0.37480  	 -1499183 
500.2  	 00.73183  	 00.02139  	 -0.38798  	 -1551928 
500.3  	 00.82050  	 -0.01834  	 -0.39729  	 -1589169 
500.4  	 00.89541  	 -0.05859  	 -0.40256  	 -1610250 
500.5  	 00.95522  	 -0.09896  	 -0.40368  	 -1614731 
500.6  	 00.99895  	 -0.13902  	 -0.40060  	 -1602392 
500.7  	 01.02613  	 -0.17835  	 -0.39331  	 -1573245 
500.8  	 01.03685  	 -0.21654  	 -0.38188  	 -1527537 
500.9  	 01.03159  	 -0.25318  	 -0.36644  	 -1465752 
501.0  	 01.01146  	 -0.28790  	 -0.34715  	 -1388598 
501.1  	 00.97784  	 -0.32032  	 -0.32425  	 -1296996 
501.2  	 00.93253  	 -0.35012  	 -0.29801  	 -1192059 
501.3  	 00.87748  	 -0.37700  	 -0.26876  	 -1075059 
501.4  	 00.81495  	 -0.40069  	 -0.23685  	 -0947406 
501.5  	 00.74698  	 -0.42095  	 -0.20265  	 -0810605 
501.6  	 00.67573  	 -0.43761  	 -0.16656  	 -0666227 
501.7  	 00.60310  	 -0.45050  	 -0.12897  	 -0515870 
501.8  	 00.53079  	 -0.45953  	 -0.09028  	 -0361128 
501.9  	 00.46011  	 -0.46462  	 -0.05089  	 -0203559 
502.0  	 00.39206  	 -0.46574  	 -0.01117  	 -0044668 
502.1  	 00.32728  	 -0.46288  	 00.02853  	 00114117 
502.2  	 00.26605  	 -0.45610  	 00.06786  	 00271457 
502.3  	 00.20827  	 -0.44545  	 00.10653  	 00426110 
502.4  	 00.15365  	 -0.43102  	 00.14423  	 00576929 
502.5  	 00.10152  	 -0.41295  	 00.18071  	 00722860 
502.6  	 00.05116  	 -0.39138  	 00.21573  	 00862924 
502.7  	 00.00175  	 -0.36647  	 00.24905  	 00996214 
502.8  	 -0.04756  	 -0.33843  	 00.28047  	 01121872 
502.9  	 -0.09746  	 -0.30745  	 00.30977  	 01239075 
503.0  	 -0.14854  	 -0.27377  	 00.33675  	 01347019 
503.1  	 -0.20122  	 -0.23765  	 00.36123  	 01444904 
503.2  	 -0.25554  	 -0.19935  	 00.38298  	 01531929 
503.3  	 -0.31139  	 -0.15917  	 00.40182  	 01607282 
503.4  	 -0.36825  	 -0.11742  	 00.41754  	 01670147 
503.5  	 -0.42545  	 -0.07442  	 00.42993  	 01719709 
503.6  	 -0.48200  	 -0.03054  	 00.43879  	 01755175 
503.7  	 -0.53676  	 00.01385  	 00.44395  	 01775792 
503.8  	 -0.58837  	 00.05837  	 00.44522  	 01780875 
503.9  	 -0.63552  	 00.10262  	 00.44246  	 01769846 
504.0  	 -0.67688  	 00.14618  	 00.43557  	 01742266 
504.1  	 -0.71122  	 00.18862  	 00.42447  	 01697869 
504.2  	 -0.73747  	 00.22954  	 00.40915  	 01636600 
504.3  	 -0.75481  	 00.26850  	 00.38966  	 01558639 
504.4  	 -0.76276  	 00.30511  	 00.36611  	 01464431 
504.5  	 -0.76120  	 00.33898  	 00.33867  	 01354699 
504.6  	 -0.75036  	 00.36974  	 00.30761  	 01230443 
504.7  	 -0.73086  	 00.39707  	 00.27323  	 01092936 
504.8  	 -0.70369  	 00.42066  	 00.23593  	 00943704 
504.9  	 -0.67016  	 00.44027  	 00.19612  	 00784493 
505.0  	 -0.63185  	 00.45570  	 00.15431  	 00617243 
505.1  	 -0.59051  	 00.46680  	 00.11101  	 00444030 
505.2  	 -0.54803  	 00.47348  	 00.06676  	 00267024 
505.3  	 -0.50633  	 00.47569  	 00.02211  	 00088431 
505.4  	 -0.46709  	 00.47345  	 -0.02239  	 -0089553 
505.5  	 -0.43194  	 00.46683  	 -0.06620  	 -0264788 
505.6  	 -0.40214  	 00.45595  	 -0.10881  	 -0435238 
505.7  	 -0.37865  	 00.44097  	 -0.14975  	 -0599000 
505.8  	 -0.36191  	 00.42212  	 -0.18858  	 -0754340 
505.9  	 -0.35199  	 00.39962  	 -0.22493  	 -0899704 
506.0  	 -0.34845  	 00.37378  	 -0.25843  	 -1033732 
506.1  	 -0.35042  	 00.34490  	 -0.28881  	 -1155259 
506.2  	 -0.35661  	 00.31332  	 -0.31583  	 -1263319 
506.3  	 -0.36540  	 00.27939  	 -0.33929  	 -1357143 
506.4  	 -0.37491  	 00.24348  	 -0.35904  	 -1436150 
506.5  	 -0.38317  	 00.20598  	 -0.37498  	 -1499937 
506.6  	 -0.38812  	 00.16728  	 -0.38707  	 -1548276 
506.7  	 -0.38775  	 00.12775  	 -0.39528  	 -1581107 
506.8  	 -0.38041  	 00.08779  	 -0.39963  	 -1598533 
506.9  	 -0.36455  	 00.04777  	 -0.40020  	 -1600818 
507.0  	 -0.33907  	 00.00806  	 -0.39709  	 -1588375 
507.1  	 -0.30332  	 -0.03099  	 -0.39044  	 -1561778 
507.2  	 -0.25712  	 -0.06903  	 -0.38044  	 -1521740 
507.3  	 -0.20064  	 -0.10576  	 -0.36728  	 -1469115 
507.4  	 -0.13467  	 -0.14088  	 -0.35122  	 -1404882 
507.5  	 -0.06020  	 -0.17413  	 -0.33253  	 -1330137 
507.6  	 00.02132  	 -0.20529  	 -0.31152  	 -1246075 
507.7  	 00.10831  	 -0.23414  	 -0.28849  	 -1153967 
507.8  	 00.19900  	 -0.26051  	 -0.26379  	 -1055142 
507.9  	 00.29159  	 -0.28429  	 -0.23774  	 -0950957 
508.0  	 00.38448  	 -0.30536  	 -0.21069  	 -0842779 
508.1  	 00.47604  	 -0.32366  	 -0.18299  	 -0731952 
508.2  	 00.56501  	 -0.33915  	 -0.15494  	 -0619780 
508.3  	 00.65038  	 -0.35184  	 -0.12687  	 -0507497 
508.4  	 00.73134  	 -0.36174  	 -0.09906  	 -0396253 
508.5  	 00.80746  	 -0.36892  	 -0.07177  	 -0287091 
508.6  	 00.87868  	 -0.37345  	 -0.04524  	 -0180944 
508.7  	 00.94495  	 -0.37541  	 -0.01965  	 -0078610 
508.8  	 01.00652  	 -0.37493  	 00.00481  	 00019236 
508.9  	 01.06360  	 -0.37213  	 00.02801  	 00112054 
509.0  	 01.11654  	 -0.36714  	 00.04986  	 00199437 
509.1  	 01.16552  	 -0.36011  	 00.07027  	 00281100 
509.2  	 01.21059  	 -0.35119  	 00.08922  	 00356879 
509.3  	 01.25158  	 -0.34053  	 00.10668  	 00426719 
509.4  	 01.28806  	 -0.32826  	 00.12267  	 00490664 
509.5  	 01.31944  	 -0.31454  	 00.13721  	 00548850 
509.6  	 01.34481  	 -0.29950  	 00.15037  	 00601485 
509.7  	 01.36310  	 -0.28328  	 00.16221  	 00648836 
509.8  	 01.37309  	 -0.26600  	 00.17281  	 00691223 
509.9  	 01.37347  	 -0.24777  	 00.18225  	 00729002 
510.0  	 01.36299  	 -0.22871  	 00.19064  	 00762551 
510.1  	 01.34045  	 -0.20890  	 00.19807  	 00792260 
510.2  	 01.30486  	 -0.18844  	 00.20463  	 00818517 
510.3  	 01.25548  	 -0.16740  	 00.21042  	 00841698 
510.4  	 01.19184  	 -0.14584  	 00.21554  	 00862157 
510.5  	 01.11389  	 -0.12384  	 00.22005  	 00880213 
510.6  	 01.02188  	 -0.10144  	 00.22404  	 00896145 
510.7  	 00.91649  	 -0.07868  	 00.22754  	 00910179 
510.8  	 00.79868  	 -0.05562  	 00.23062  	 00922488 
510.9  	 00.66977  	 -0.03229  	 00.23330  	 00933181 
511.0  	 00.53116  	 -0.00873  	 00.23557  	 00942298 
511.1  	 00.38462  	 00.01501  	 00.23745  	 00949812 
511.2  	 00.23186  	 00.03890  	 00.23891  	 00955627 
511.3  	 00.07470  	 00.06289  	 00.23989  	 00959574 
511.4  	 -0.08509  	 00.08693  	 00.24036  	 00961421 
511.5  	 -0.24592  	 00.11095  	 00.24022  	 00960870 
511.6  	 -0.40614  	 00.13489  	 00.23939  	 00957559 
511.7  	 -0.56432  	 00.15867  	 00.23777  	 00951080 
511.8  	 -0.71911  	 00.18219  	 00.23525  	 00940984 
511.9  	 -0.86922  	 00.20536  	 00.23170  	 00926786 
512.0  	 -1.01349  	 00.22806  	 00.22700  	 00907981 
512.1  	 -1.15086  	 00.25016  	 00.22102  	 00884063 
512.2  	 -1.27988  	 00.27153  	 00.21363  	 00854529 
512.3  	 -1.39951  	 00.29200  	 00.20472  	 00818890 
512.4  	 -1.50848  	 00.31142  	 00.19417  	 00776699 
512.5  	 -1.60531  	 00.32960  	 00.18189  	 00727557 
512.6  	 -1.68878  	 00.34638  	 00.16778  	 00671126 
512.7  	 -1.75734  	 00.36156  	 00.15179  	 00607149 
512.8  	 -1.80976  	 00.37495  	 00.13386  	 00535452 
512.9  	 -1.84480  	 00.38635  	 00.11399  	 00455978 
513.0  	 -1.86143  	 00.39557  	 00.09220  	 00368785 
513.1  	 -1.85897  	 00.40242  	 00.06852  	 00274063 
513.2  	 -1.83715  	 00.40672  	 00.04304  	 00172146 
513.3  	 -1.79609  	 00.40831  	 00.01588  	 00063519 
513.4  	 -1.73636  	 00.40703  	 -0.01279  	 -0051163 
513.5  	 -1.65929  	 00.40275  	 -0.04277  	 -0171079 
513.6  	 -1.56649  	 00.39537  	 -0.07381  	 -0295242 
513.7  	 -1.46032  	 00.38481  	 -0.10563  	 -0422502 
513.8  	 -1.34332  	 00.37102  	 -0.13789  	 -0551558 
513.9  	 -1.21842  	 00.35400  	 -0.17024  	 -0680970 
514.0  	 -1.08891  	 00.33377  	 -0.20230  	 -0809190 
514.1  	 -0.95781  	 00.31040  	 -0.23364  	 -0934580 
514.2  	 -0.82836  	 00.28402  	 -0.26386  	 -1055452 
514.3  	 -0.70319  	 00.25476  	 -0.29253  	 -1170101 
514.4  	 -0.58464  	 00.22284  	 -0.31921  	 -1276832 
514.5  	 -0.47458  	 00.18849  	 -0.34350  	 -1374003 
514.6  	 -0.37397  	 00.15199  	 -0.36502  	 -1460068 
514.7  	 -0.28338  	 00.11365  	 -0.38340  	 -1533603 
514.8  	 -0.20242  	 00.07382  	 -0.39833  	 -1593339 
514.9  	 -0.13007  	 00.03286  	 -0.40955  	 -1638197 
515.0  	 -0.06485  	 -0.00882  	 -0.41683  	 -1667319 
515.1  	 -0.00466  	 -0.05082  	 -0.42002  	 -1680087 
515.2  	 00.05284  	 -0.09273  	 -0.41904  	 -1676144 
515.3  	 00.11013  	 -0.13411  	 -0.41385  	 -1655418 
515.4  	 00.16971  	 -0.17456  	 -0.40453  	 -1618116 
515.5  	 00.23376  	 -0.21368  	 -0.39118  	 -1564734 
515.6  	 00.30413  	 -0.25108  	 -0.37401  	 -1496046 
515.7  	 00.38210  	 -0.28641  	 -0.35327  	 -1413086 
515.8  	 00.46829  	 -0.31934  	 -0.32928  	 -1317121 
515.9  	 00.56279  	 -0.34958  	 -0.30240  	 -1209619 
516.0  	 00.66473  	 -0.37688  	 -0.27305  	 -1092204 
516.1  	 00.77288  	 -0.40105  	 -0.24165  	 -0966615 
516.2  	 00.88518  	 -0.42192  	 -0.20866  	 -0834654 
516.3  	 00.99926  	 -0.43937  	 -0.17453  	 -0698139 
516.4  	 01.11259  	 -0.45334  	 -0.13971  	 -0558857 
516.5  	 01.22215  	 -0.46380  	 -0.10463  	 -0418524 
516.6  	 01.32532  	 -0.47077  	 -0.06969  	 -0278747 
516.7  	 01.41946  	 -0.47430  	 -0.03525  	 -0140987 
516.8  	 01.50233  	 -0.47446  	 -0.00164  	 -0006548 
516.9  	 01.57224  	 -0.47138  	 00.03086  	 00123441 
517.0  	 01.62788  	 -0.46517  	 00.06201  	 00248038 
517.1  	 01.66862  	 -0.45601  	 00.09162  	 00366484 
517.2  	 01.69425  	 -0.44406  	 00.11955  	 00478203 
517.3  	 01.70518  	 -0.42949  	 00.14570  	 00582792 
517.4  	 01.70213  	 -0.41249  	 00.17000  	 00679994 
517.5  	 01.68614  	 -0.39325  	 00.19242  	 00769695 
517.6  	 01.65849  	 -0.37195  	 00.21298  	 00851903 
517.7  	 01.62036  	 -0.34878  	 00.23168  	 00926725 
517.8  	 01.57300  	 -0.32392  	 00.24859  	 00994352 
517.9  	 01.51733  	 -0.29754  	 00.26376  	 01055029 
518.0  	 01.45415  	 -0.26982  	 00.27726  	 01109045 
518.1  	 01.38382  	 -0.24090  	 00.28918  	 01156714 
518.2  	 01.30652  	 -0.21094  	 00.29959  	 01198356 
518.3  	 01.22211  	 -0.18008  	 00.30857  	 01234286 
518.4  	 01.13018  	 -0.14847  	 00.31620  	 01264787 
518.5  	 01.03029  	 -0.11621  	 00.32253  	 01290109 
518.6  	 00.92193  	 -0.08345  	 00.32762  	 01310460 
518.7  	 00.80480  	 -0.05030  	 00.33150  	 01325995 
518.8  	 00.67864  	 -0.01688  	 00.33420  	 01336809 
518.9  	 00.54361  	 00.01669  	 00.33573  	 01342933 
519.0  	 00.40037  	 00.05030  	 00.33609  	 01344344 
519.1  	 00.24971  	 00.08382  	 00.33524  	 01340957 
519.2  	 00.09326  	 00.11714  	 00.33316  	 01332638 
519.3  	 -0.06731  	 00.15012  	 00.32980  	 01319211 
519.4  	 -0.22989  	 00.18263  	 00.32511  	 01300456 
519.5  	 -0.39192  	 00.21454  	 00.31903  	 01276134 
519.6  	 -0.55108  	 00.24569  	 00.31150  	 01245988 
519.7  	 -0.70468  	 00.27593  	 00.30244  	 01209752 
519.8  	 -0.85049  	 00.30511  	 00.29179  	 01167166 
519.9  	 -0.98657  	 00.33306  	 00.27950  	 01117981 
520.0  	 -1.11108  	 00.35961  	 00.26549  	 01061973 
520.1  	 -1.22299  	 00.38458  	 00.24974  	 00998946 
520.2  	 -1.32149  	 00.40780  	 00.23219  	 00928749 
520.3  	 -1.40657  	 00.42908  	 00.21282  	 00851281 
520.4  	 -1.47858  	 00.44824  	 00.19162  	 00766499 
520.5  	 -1.53818  	 00.46511  	 00.16861  	 00674433 
520.6  	 -1.58654  	 00.47948  	 00.14380  	 00575191 
520.7  	 -1.62482  	 00.49121  	 00.11724  	 00468973 
520.8  	 -1.65438  	 00.50011  	 00.08902  	 00356074 
520.9  	 -1.67637  	 00.50603  	 00.05923  	 00236902 
521.0  	 -1.69177  	 00.50883  	 00.02799  	 00111977 
521.1  	 -1.70124  	 00.50838  	 -0.00452  	 -0018070 
521.2  	 -1.70500  	 00.50457  	 -0.03812  	 -0152495 
521.3  	 -1.70288  	 00.49731  	 -0.07261  	 -0290442 
521.4  	 -1.69428  	 00.48653  	 -0.10774  	 -0430946 
521.5  	 -1.67823  	 00.47221  	 -0.14324  	 -0572946 
521.6  	 -1.65344  	 00.45433  	 -0.17882  	 -0715292 
521.7  	 -1.61855  	 00.43291  	 -0.21419  	 -0856757 
521.8  	 -1.57209  	 00.40801  	 -0.24901  	 -0996053 
521.9  	 -1.51273  	 00.37971  	 -0.28296  	 -1131836 
522.0  	 -1.43945  	 00.34814  	 -0.31568  	 -1262728 
522.1  	 -1.35152  	 00.31346  	 -0.34683  	 -1387325 
522.2  	 -1.24889  	 00.27586  	 -0.37606  	 -1504221 
522.3  	 -1.13190  	 00.23555  	 -0.40300  	 -1612019 
522.4  	 -1.00140  	 00.19282  	 -0.42734  	 -1709349 
522.5  	 -0.85914  	 00.14795  	 -0.44872  	 -1794894 
522.6  	 -0.70695  	 00.10126  	 -0.46685  	 -1867411 
522.7  	 -0.54743  	 00.05312  	 -0.48144  	 -1925761 
522.8  	 -0.38322  	 00.00390  	 -0.49223  	 -1968938 
522.9  	 -0.21698  	 -0.04601  	 -0.49902  	 -1996091 
523.0  	 -0.05171  	 -0.09618  	 -0.50176  	 -2000000 
523.1  	 00.11020  	 -0.14621  	 -0.50027  	 -2000000 
523.2  	 00.26631  	 -0.19563  	 -0.49425  	 -1976986 
523.3  	 00.41490  	 -0.24403  	 -0.48391  	 -1935637 
523.4  	 00.55468  	 -0.29096  	 -0.46936  	 -1877421 
523.5  	 00.68465  	 -0.33604  	 -0.45074  	 -1802968 
523.6  	 00.80462  	 -0.37886  	 -0.42829  	 -1713166 
523.7  	 00.91454  	 -0.41909  	 -0.40229  	 -1609146 
523.8  	 01.01487  	 -0.45640  	 -0.37306  	 -1492245 
523.9  	 01.10628  	 -0.49050  	 -0.34099  	 -1363969 
524.0  	 01.18934  	 -0.52115  	 -0.30649  	 -1225945 
524.1  	 01.26475  	 -0.54814  	 -0.26997  	 -1079867 
524.2  	 01.33281  	 -0.57133  	 -0.23186  	 -0927450 
524.3  	 01.39366  	 -0.59059  	 -0.19259  	 -0770376 
524.4  	 01.44704  	 -0.60585  	 -0.15256  	 -0610257 
524.5  	 01.49222  	 -0.61706  	 -0.11215  	 -0448590 
524.6  	 01.52819  	 -0.62423  	 -0.07168  	 -0286728 
524.7  	 01.55352  	 -0.62738  	 -0.03146  	 -0125852 
524.8  	 01.56663  	 -0.62655  	 00.00826  	 00033041 
524.9  	 01.56591  	 -0.62182  	 00.04728  	 00189131 
525.0  	 01.54981  	 -0.61328  	 00.08545  	 00341780 
525.1  	 01.51705  	 -0.60101  	 00.12263  	 00490523 
525.2  	 01.46680  	 -0.58514  	 00.15876  	 00635039 
525.3  	 01.39888  	 -0.56576  	 00.19378  	 00775119 
525.4  	 01.31364  	 -0.54299  	 00.22766  	 00910634 
525.5  	 01.21241  	 -0.51696  	 00.26038  	 01041503 
525.6  	 01.09704  	 -0.48776  	 00.29191  	 01167647 
525.7  	 00.97042  	 -0.45554  	 00.32224  	 01288953 
525.8  	 00.83579  	 -0.42041  	 00.35131  	 01405243 
525.9  	 00.69684  	 -0.38250  	 00.37906  	 01516237 
526.0  	 00.55779  	 -0.34197  	 00.40539  	 01621546 
526.1  	 00.42260  	 -0.29895  	 00.43016  	 01720640 
526.2  	 00.29526  	 -0.25363  	 00.45321  	 01812856 
526.3  	 00.17922  	 -0.20619  	 00.47435  	 01897400 
526.4  	 00.07719  	 -0.15686  	 00.49334  	 01973342 
526.5  	 -0.00869  	 -0.10583  	 00.51034  	 02000000 
526.6  	 -0.07743  	 -0.05316  	 00.52669  	 02000000 
526.7  	 -0.12890  	 00.00102  	 00.54180  	 02000000 
526.8  	 -0.16404  	 00.05652  	 00.55493  	 01982247 
526.9  	 -0.18464  	 00.11315  	 00.56636  	 01942232 
527.0  	 -0.19328  	 00.17066  	 00.57510  	 01912700 
527.1  	 -0.19309  	 00.22863  	 00.57969  	 01897557 
527.2  	 -0.18763  	 00.28648  	 00.57849  	 01901487 
527.3  	 -0.18044  	 00.34345  	 00.56971  	 01930802 
527.4  	 -0.17502  	 00.39859  	 00.55135  	 01995104 
527.5  	 -0.17439  	 00.45087  	 00.52287  	 02000000 
527.6  	 -0.18104  	 00.49942  	 00.48546  	 01941853 
527.7  	 -0.19662  	 00.54374  	 00.44321  	 01772828 
527.8  	 -0.22198  	 00.58349  	 00.39749  	 01589957 
527.9  	 -0.25717  	 00.61836  	 00.34868  	 01394702 
528.0  	 -0.30111  	 00.64808  	 00.29719  	 01188748 
528.1  	 -0.35231  	 00.67242  	 00.24349  	 00973959 
528.2  	 -0.40835  	 00.69123  	 00.18808  	 00752332 
528.3  	 -0.46663  	 00.70438  	 00.13149  	 00525942 
528.4  	 -0.52429  	 00.71180  	 00.07422  	 00296894 
528.5  	 -0.57851  	 00.71349  	 00.01682  	 00067276 
528.6  	 -0.62681  	 00.70946  	 -0.04022  	 -0160890 
528.7  	 -0.66710  	 00.69982  	 -0.09642  	 -0385670 
528.8  	 -0.69802  	 00.68469  	 -0.15131  	 -0605255 
528.9  	 -0.71881  	 00.66424  	 -0.20449  	 -0817959 
529.0  	 -0.72963  	 00.63869  	 -0.25556  	 -1022235 
529.1  	 -0.73124  	 00.60827  	 -0.30417  	 -1216668 
529.2  	 -0.72516  	 00.57327  	 -0.34999  	 -1399957 
529.3  	 -0.71336  	 00.53400  	 -0.39273  	 -1570900 
529.4  	 -0.69812  	 00.49079  	 -0.43210  	 -1728380 
529.5  	 -0.68182  	 00.44400  	 -0.46784  	 -1871344 
529.6  	 -0.66674  	 00.39403  	 -0.49970  	 -1998792 
529.7  	 -0.65473  	 00.34109  	 -0.52947  	 -2000000 
529.8  	 -0.64724  	 00.28521  	 -0.55874  	 -1968728 
529.9  	 -0.64489  	 00.22630  	 -0.58913  	 -1867167 
530.0  	 -0.64765  	 00.16428  	 -0.62024  	 -1773507 
530.1  	 -0.65455  	 00.09923  	 -0.65045  	 -1691144 
530.2  	 -0.66395  	 00.03144  	 -0.67793  	 -1622580 
530.3  	 -0.67354  	 -0.03864  	 -0.70077  	 -1569707 
530.4  	 -0.68044  	 -0.11034  	 -0.71699  	 -1534200 
530.5  	 -0.68153  	 -0.18280  	 -0.72465  	 -1517966 
530.6  	 -0.67365  	 -0.25499  	 -0.72192  	 -1523706 
530.7  	 -0.65381  	 -0.32570  	 -0.70707  	 -1555718 
530.8  	 -0.61945  	 -0.39355  	 -0.67847  	 -1621283 
530.9  	 -0.56874  	 -0.45700  	 -0.63456  	 -1733485 
531.0  	 -0.50067  	 -0.51436  	 -0.57352  	 -1917971 
531.1  	 -0.41514  	 -0.56390  	 -0.49548  	 -1981936 
531.2  	 -0.31331  	 -0.60529  	 -0.41386  	 -1655446 
531.3  	 -0.19718  	 -0.63888  	 -0.33585  	 -1343417 
531.4  	 -0.06963  	 -0.66511  	 -0.26236  	 -1049445 
531.5  	 00.06529  	 -0.68452  	 -0.19404  	 -0776176 
531.6  	 00.20342  	 -0.69765  	 -0.13133  	 -0525312 
531.7  	 00.33975  	 -0.70509  	 -0.07442  	 -0297665 
531.8  	 00.46957  	 -0.70742  	 -0.02331  	 -0093239 
531.9  	 00.58831  	 -0.70521  	 00.02217  	 00088663 
532.0  	 00.69160  	 -0.69897  	 00.06233  	 00249326 
532.1  	 00.77615  	 -0.68921  	 00.09762  	 00390497 
532.2  	 00.83928  	 -0.67635  	 00.12857  	 00514262 
532.3  	 00.87954  	 -0.66078  	 00.15573  	 00622927 
532.4  	 00.89652  	 -0.64281  	 00.17972  	 00718894 
532.5  	 00.89089  	 -0.62269  	 00.20114  	 00804571 
532.6  	 00.86441  	 -0.60064  	 00.22057  	 00882273 
532.7  	 00.81980  	 -0.57678  	 00.23854  	 00954147 
532.8  	 00.76041  	 -0.55123  	 00.25553  	 01022100 
532.9  	 00.69008  	 -0.52404  	 00.27194  	 01087744 
533.0  	 00.61313  	 -0.49523  	 00.28809  	 01152353 
533.1  	 00.53364  	 -0.46481  	 00.30421  	 01216841 
533.2  	 00.45567  	 -0.43276  	 00.32044  	 01281749 
533.3  	 00.38271  	 -0.39908  	 00.33681  	 01347245 
533.4  	 00.31769  	 -0.36375  	 00.35328  	 01413132 
533.5  	 00.26282  	 -0.32678  	 00.36972  	 01478880 
533.6  	 00.21947  	 -0.28819  	 00.38592  	 01543667 
533.7  	 00.18826  	 -0.24803  	 00.40160  	 01606417 
533.8  	 00.16897  	 -0.20638  	 00.41646  	 01665856 
533.9  	 00.16063  	 -0.16337  	 00.43014  	 01720563 
534.0  	 00.16184  	 -0.11914  	 00.44226  	 01769037 
534.1  	 00.17069  	 -0.07390  	 00.45244  	 01809745 
534.2  	 00.18499  	 -0.02787  	 00.46030  	 01841181 
534.3  	 00.20253  	 00.01868  	 00.46548  	 01861919 
534.4  	 00.22115  	 00.06544  	 00.46767  	 01870664 
534.5  	 00.23889  	 00.11210  	 00.46657  	 01866293 
534.6  	 00.25408  	 00.15830  	 00.46197  	 01847893 
534.7  	 00.26546  	 00.20367  	 00.45370  	 01814797 
534.8  	 00.27217  	 00.24783  	 00.44165  	 01766604 
534.9  	 00.27376  	 00.29041  	 00.42580  	 01703193 
535.0  	 00.27010  	 00.33103  	 00.40618  	 01624737 
535.1  	 00.26135  	 00.36932  	 00.38292  	 01531696 
535.2  	 00.24792  	 00.40494  	 00.35620  	 01424807 
535.3  	 00.23030  	 00.43757  	 00.32627  	 01305064 
535.4  	 00.20896  	 00.46691  	 00.29342  	 01173689 
535.5  	 00.18432  	 00.49272  	 00.25802  	 01032099 
535.6  	 00.15659  	 00.51476  	 00.22047  	 00881869 
535.7  	 00.12589  	 00.53288  	 00.18117  	 00724687 
535.8  	 00.09200  	 00.54694  	 00.14058  	 00562314 
535.9  	 00.05459  	 00.55685  	 00.09914  	 00396542 
536.0  	 00.01316  	 00.56258  	 00.05729  	 00229152 
536.1  	 -0.03299  	 00.56413  	 00.01547  	 00061879 
